Group	SubGroup	Protein	Protein ID	Entry Name	Gene	Length	Percent Coverage	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
50	a	sp|A2RT62|FXL16_MOUSE	A2RT62	FXL16_MOUSE	Fbxl16	479	22.80	Mus musculus OX=10090	F-box/LRR-repeat protein 16 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0	12M(15.9949)		
52	a	sp|B0V2N1|PTPRS_MOUSE	B0V2N1	PTPRS_MOUSE	Ptprs	1907	12.30	Mus musculus OX=10090	Receptor-type tyrosine-protein phosphatase S 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
60	a	sp|B9EKR1|PTPRZ_MOUSE	B9EKR1	PTPRZ_MOUSE	Ptprz1	2312	6.50	Mus musculus OX=10090	Receptor-type tyrosine-protein phosphatase zeta 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	4	4	4	     0	     0	     0			
66	a	sp|D3YZU1|SHAN1_MOUSE	D3YZU1	SHAN1_MOUSE	Shank1	2167	10.20	Mus musculus OX=10090	SH3 and multiple ankyrin repeat domains protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	1	0	0	1	0	0	     0	     0	     0			
69	a	sp|E9Q3L2|PI4KA_MOUSE	E9Q3L2	PI4KA_MOUSE	Pi4ka	2105	25.50	Mus musculus OX=10090	Phosphatidylinositol 4-kinase alpha 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	5	5	5	     0	     0	     0			
70	a	sp|E9Q401|RYR2_MOUSE	E9Q401	RYR2_MOUSE	Ryr2	4966	19.70	Mus musculus OX=10090	Ryanodine receptor 2 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0	4M(15.9949)		
76	a	sp|F6SEU4|SYGP1_MOUSE	F6SEU4	SYGP1_MOUSE	Syngap1	1340	42.60	Mus musculus OX=10090	Ras/Rap GTPase-activating protein SynGAP 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	9	9	9	     0	     0	     0	10M(15.9949), 11M(15.9949), 14M(15.9949), 3M(15.9949), 6M(15.9949)		
81	a	sp|G5E829|AT2B1_MOUSE	G5E829	AT2B1_MOUSE	Atp2b1	1220	48.80	Mus musculus OX=10090	Plasma membrane calcium-transporting ATPase 1 	1:Experimental evidence at protein level	1.0000	0.9990	21	8	10	48	17	20	     0	     0	     0	1M(15.9949), 6M(15.9949), 7M(15.9949), 9M(15.9949)		
82	a	sp|G5E8K5|ANK3_MOUSE	G5E8K5	ANK3_MOUSE	Ank3	1961	30.10	Mus musculus OX=10090	Ankyrin-3 	1:Experimental evidence at protein level	1.0000	0.9990	1	0	0	3	0	0	     0	     0	     0			
86	a	sp|O08547|SC22B_MOUSE	O08547	SC22B_MOUSE	Sec22b	215	50.70	Mus musculus OX=10090	Vesicle-trafficking protein SEC22b 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
87	a	sp|O08553|DPYL2_MOUSE	O08553	DPYL2_MOUSE	Dpysl2	572	81.10	Mus musculus OX=10090	Dihydropyrimidinase-related protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	17	10	17	67	42	67	     0	     0	     0	1M(15.9949), 6M(15.9949)		
91	a	sp|O08585|CLCA_MOUSE	O08585	CLCA_MOUSE	Clta	235	55.30	Mus musculus OX=10090	Clathrin light chain A 	1:Experimental evidence at protein level	1.0000	0.9990	6	5	6	10	9	10	     0	     0	     0			
92	a	sp|O08638|MYH11_MOUSE	O08638	MYH11_MOUSE	Myh11	1972	28.10	Mus musculus OX=10090	Myosin-11 	1:Experimental evidence at protein level	1.0000	0.9990	6	0	0	10	0	0	     0	     0	     0			
95	a	sp|O08709|PRDX6_MOUSE	O08709	PRDX6_MOUSE	Prdx6	224	73.20	Mus musculus OX=10090	Peroxiredoxin-6 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
97	a	sp|O08749|DLDH_MOUSE	O08749	DLDH_MOUSE	Dld	509	51.50	Mus musculus OX=10090	Dihydrolipoyl dehydrogenase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	11	11	11	     0	     0	     0			
100	a	sp|O08810|U5S1_MOUSE	O08810	U5S1_MOUSE	Eftud2	971	20.10	Mus musculus OX=10090	116 kDa U5 small nuclear ribonucleoprotein component 	1:Experimental evidence at protein level	1.0000	0.9990	1	0	0	1	0	0	     0	     0	     0			
103	a	sp|O08917|FLOT1_MOUSE	O08917	FLOT1_MOUSE	Flot1	428	57.00	Mus musculus OX=10090	Flotillin-1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	     0	     0	     0	11M(15.9949), 5M(15.9949)		
107	a	sp|O09061|PSB1_MOUSE	O09061	PSB1_MOUSE	Psmb1	240	55.40	Mus musculus OX=10090	Proteasome subunit beta type-1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	5	5	5	     0	     0	     0			
108	a	sp|O09111|NDUBB_MOUSE	O09111	NDUBB_MOUSE	Ndufb11	151	32.50	Mus musculus OX=10090	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
111	a	sp|O35098|DPYL4_MOUSE	O35098	DPYL4_MOUSE	Dpysl4	572	49.50	Mus musculus OX=10090	Dihydropyrimidinase-related protein 4 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	10	10	10	     0	     0	     0	1M(15.9949)		
112	a	sp|O35129|PHB2_MOUSE	O35129	PHB2_MOUSE	Phb2	299	60.50	Mus musculus OX=10090	Prohibitin-2 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	9	9	9	     0	     0	     0	4M(15.9949)		
113	a	sp|O35136|NCAM2_MOUSE	O35136	NCAM2_MOUSE	Ncam2	837	29.70	Mus musculus OX=10090	Neural cell adhesion molecule 2 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
119	a	sp|O35295|PURB_MOUSE	O35295	PURB_MOUSE	Purb	324	44.10	Mus musculus OX=10090	Transcriptional activator protein Pur-beta 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
127	a	sp|O35526|STX1A_MOUSE	O35526	STX1A_MOUSE	Stx1a	288	68.10	Mus musculus OX=10090	Syntaxin-1A 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	6	6	6	     0	     0	     0			
129	a	sp|O35593|PSDE_MOUSE	O35593	PSDE_MOUSE	Psmd14	310	27.10	Mus musculus OX=10090	26S proteasome non-ATPase regulatory subunit 14 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
132	a	sp|O35633|VIAAT_MOUSE	O35633	VIAAT_MOUSE	Slc32a1	525	22.50	Mus musculus OX=10090	Vesicular inhibitory amino acid transporter 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
134	a	sp|O35643|AP1B1_MOUSE	O35643	AP1B1_MOUSE	Ap1b1	943	40.60	Mus musculus OX=10090	AP-1 complex subunit beta-1 	1:Experimental evidence at protein level	1.0000	0.9990	10	3	3	15	3	3	     0	     0	     0	5M(15.9949)		
136	a	sp|O35678|MGLL_MOUSE	O35678	MGLL_MOUSE	Mgll	303	40.90	Mus musculus OX=10090	Monoglyceride lipase 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0	6M(15.9949)		
137	a	sp|O35682|MYADM_MOUSE	O35682	MYADM_MOUSE	Myadm	320	20.60	Mus musculus OX=10090	Myeloid-associated differentiation marker 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
143	a	sp|O35864|CSN5_MOUSE	O35864	CSN5_MOUSE	Cops5	334	31.40	Mus musculus OX=10090	COP9 signalosome complex subunit 5 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	2	2	2	     0	     0	     0			
145	a	sp|O35954|PITM1_MOUSE	O35954	PITM1_MOUSE	Pitpnm1	1243	14.10	Mus musculus OX=10090	Membrane-associated phosphatidylinositol transfer protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
149	a	sp|O54774|AP3D1_MOUSE	O54774	AP3D1_MOUSE	Ap3d1	1199	26.90	Mus musculus OX=10090	AP-3 complex subunit delta-1 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	7	7	7	     0	     0	     0	8M(15.9949), 9M(15.9949)		
151	a	sp|O54829|RGS7_MOUSE	O54829	RGS7_MOUSE	Rgs7	469	36.20	Mus musculus OX=10090	Regulator of G-protein signaling 7 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
156	a	sp|O54983|CRYM_MOUSE	O54983	CRYM_MOUSE	Crym	313	27.50	Mus musculus OX=10090	Ketimine reductase mu-crystallin 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
157	a	sp|O54984|GET3_MOUSE	O54984	GET3_MOUSE	Get3	348	25.00	Mus musculus OX=10090	ATPase GET3 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
159	a	sp|O54991|CNTP1_MOUSE	O54991	CNTP1_MOUSE	Cntnap1	1385	28.60	Mus musculus OX=10090	Contactin-associated protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	2	2	2	     0	     0	     0	6M(15.9949), 9M(15.9949)		
162	a	sp|O55023|IMPA1_MOUSE	O55023	IMPA1_MOUSE	Impa1	277	38.30	Mus musculus OX=10090	Inositol monophosphatase 1 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	2	2	2	     0	     0	     0			
164	a	sp|O55029|COPB2_MOUSE	O55029	COPB2_MOUSE	Copb2	905	31.20	Mus musculus OX=10090	Coatomer subunit beta' 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0	9M(15.9949)		
165	a	sp|O55042|SYUA_MOUSE	O55042	SYUA_MOUSE	Snca	140	70.00	Mus musculus OX=10090	Alpha-synuclein 	1:Experimental evidence at protein level	1.0000	0.9990	2	1	2	4	1	4	     0	     0	     0			
167	a	sp|O55100|SNG1_MOUSE	O55100	SNG1_MOUSE	Syngr1	234	25.60	Mus musculus OX=10090	Synaptogyrin-1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
169	a	sp|O55125|NIPS1_MOUSE	O55125	NIPS1_MOUSE	Nipsnap1	284	35.20	Mus musculus OX=10090	Protein NipSnap homolog 1 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	2	2	2	     0	     0	     0			
170	a	sp|O55126|NIPS2_MOUSE	O55126	NIPS2_MOUSE	Nipsnap2	281	30.20	Mus musculus OX=10090	Protein NipSnap homolog 2 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	     0	     0	     0			
174	a	sp|O55234|PSB5_MOUSE	O55234	PSB5_MOUSE	Psmb5	264	50.00	Mus musculus OX=10090	Proteasome subunit beta type-5 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	5	5	5	     0	     0	     0	5M(15.9949)		
175	a	sp|O70133|DHX9_MOUSE	O70133	DHX9_MOUSE	Dhx9	1380	28.60	Mus musculus OX=10090	ATP-dependent RNA helicase A 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	3	3	3	     0	     0	     0			
182	a	sp|O70318|E41L2_MOUSE	O70318	E41L2_MOUSE	Epb41l2	988	19.80	Mus musculus OX=10090	Band 4.1-like protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	1	0	0	2	0	0	     0	     0	     0			
185	a	sp|O70435|PSA3_MOUSE	O70435	PSA3_MOUSE	Psma3	255	46.70	Mus musculus OX=10090	Proteasome subunit alpha type-3 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
187	a	sp|O70443|GNAZ_MOUSE	O70443	GNAZ_MOUSE	Gnaz	355	47.30	Mus musculus OX=10090	Guanine nucleotide-binding protein G(z) subunit alpha 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	5	5	5	     0	     0	     0	11M(15.9949), 2M(15.9949)		
188	a	sp|O70456|1433S_MOUSE	O70456	1433S_MOUSE	Sfn	248	45.60	Mus musculus OX=10090	14-3-3 protein sigma 	1:Experimental evidence at protein level	1.0000	0.9990	7	4	4	16	9	9	     0	     0	     0	2M(15.9949), 4M(15.9949), 7M(15.9949), 8M(15.9949)		
192	a	sp|O70503|DHB12_MOUSE	O70503	DHB12_MOUSE	Hsd17b12	312	26.90	Mus musculus OX=10090	Very-long-chain 3-oxoacyl-CoA reductase 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
194	a	sp|O70589|CSKP_MOUSE	O70589	CSKP_MOUSE	Cask	926	23.30	Mus musculus OX=10090	Peripheral plasma membrane protein CASK 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
197	a	sp|O88342|WDR1_MOUSE	O88342	WDR1_MOUSE	Wdr1	606	39.80	Mus musculus OX=10090	WD repeat-containing protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	     0	     0	     0			
198	a	sp|O88343|S4A4_MOUSE	O88343	S4A4_MOUSE	Slc4a4	1079	35.10	Mus musculus OX=10090	Electrogenic sodium bicarbonate cotransporter 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	1	1	3	2	2	     0	     0	     0			
204	a	sp|O88455|DHCR7_MOUSE	O88455	DHCR7_MOUSE	Dhcr7	471	8.70	Mus musculus OX=10090	7-dehydrocholesterol reductase 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
206	a	sp|O88485|DC1I1_MOUSE	O88485	DC1I1_MOUSE	Dync1i1	628	16.60	Mus musculus OX=10090	Cytoplasmic dynein 1 intermediate chain 1 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	3	3	3	     0	     0	     0			
211	a	sp|O88544|CSN4_MOUSE	O88544	CSN4_MOUSE	Cops4	406	41.40	Mus musculus OX=10090	COP9 signalosome complex subunit 4 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0	5M(15.9949)		
213	a	sp|O88569|ROA2_MOUSE	O88569	ROA2_MOUSE	Hnrnpa2b1	353	62.60	Mus musculus OX=10090	Heterogeneous nuclear ribonucleoproteins A2/B1 	1:Experimental evidence at protein level	1.0000	0.9990	6	5	6	13	10	13	     0	     0	     0			
215	a	sp|O88602|CCG2_MOUSE	O88602	CCG2_MOUSE	Cacng2	323	18.00	Mus musculus OX=10090	Voltage-dependent calcium channel gamma-2 subunit 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	2	2	2	     0	     0	     0			
216	a	sp|O88685|PRS6A_MOUSE	O88685	PRS6A_MOUSE	Psmc3	442	39.10	Mus musculus OX=10090	26S proteasome regulatory subunit 6A 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0	1M(15.9949), 4M(15.9949)		
218	a	sp|O88712|CTBP1_MOUSE	O88712	CTBP1_MOUSE	Ctbp1	441	27.00	Mus musculus OX=10090	C-terminal-binding protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
219	a	sp|O88737|BSN_MOUSE	O88737	BSN_MOUSE	Bsn	3942	21.10	Mus musculus OX=10090	Protein bassoon 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	7	7	7	     0	     0	     0	4M(15.9949), 6M(15.9949)		
221	a	sp|O88741|GDAP1_MOUSE	O88741	GDAP1_MOUSE	Gdap1	358	34.60	Mus musculus OX=10090	Ganglioside-induced differentiation-associated protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	     0	     0	     0			
223	a	sp|O88844|IDHC_MOUSE	O88844	IDHC_MOUSE	Idh1	414	44.40	Mus musculus OX=10090	Isocitrate dehydrogenase [NADP] cytoplasmic 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
225	a	sp|O88935|SYN1_MOUSE	O88935	SYN1_MOUSE	Syn1	706	62.60	Mus musculus OX=10090	Synapsin-1 	1:Experimental evidence at protein level	1.0000	0.9990	12	10	12	31	22	31	     0	     0	     0	13M(15.9949), 1M(15.9949), 2M(15.9949), 7M(15.9949)		
235	a	sp|P00397|COX1_MOUSE	P00397	COX1_MOUSE	Mtco1	514	25.90	Mus musculus OX=10090	Cytochrome c oxidase subunit 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0	1M(15.9949), 7M(15.9949)		
236	a	sp|P00405|COX2_MOUSE	P00405	COX2_MOUSE	Mtco2	227	54.20	Mus musculus OX=10090	Cytochrome c oxidase subunit 2 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	8	8	8	     0	     0	     0	5M(15.9949)		
237	a	sp|P00416|COX3_MOUSE	P00416	COX3_MOUSE	mt-Co3	261	5.40	Mus musculus OX=10090	Cytochrome c oxidase subunit 3 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
238	a	sp|P00493|HPRT_MOUSE	P00493	HPRT_MOUSE	Hprt1	218	42.20	Mus musculus OX=10090	Hypoxanthine-guanine phosphoribosyltransferase 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	6	6	6	     0	     0	     0	2M(15.9949), 4M(15.9949)		
240	a	sp|P01831|THY1_MOUSE	P01831	THY1_MOUSE	Thy1	162	34.60	Mus musculus OX=10090	Thy-1 membrane glycoprotein 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	6	6	6	     0	     0	     0			
241	a	sp|P02301|H3C_MOUSE	P02301	H3C_MOUSE	H3-5	136	57.40	Mus musculus OX=10090	Histone H3.3C 	3:Protein inferred from homology	1.0000	0.9990	3	0	0	5	0	0	     0	     0	     0			sp|P84244|H33_MOUSE
245	a	sp|P03888|NU1M_MOUSE	P03888	NU1M_MOUSE	Mtnd1	318	22.30	Mus musculus OX=10090	NADH-ubiquinone oxidoreductase chain 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0	5M(15.9949)		
248	a	sp|P03921|NU5M_MOUSE	P03921	NU5M_MOUSE	Mtnd5	607	20.40	Mus musculus OX=10090	NADH-ubiquinone oxidoreductase chain 5 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0	7M(15.9949)		
250	a	sp|P04370|MBP_MOUSE	P04370	MBP_MOUSE	Mbp	250	37.20	Mus musculus OX=10090	Myelin basic protein 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	21	21	21	     0	     0	     0	8M(15.9949)		
252	a	sp|P05064|ALDOA_MOUSE	P05064	ALDOA_MOUSE	Aldoa	364	92.90	Mus musculus OX=10090	Fructose-bisphosphate aldolase A 	1:Experimental evidence at protein level	1.0000	0.9990	17	2	17	46	3	46	     0	     0	     0	3M(15.9949)		
253	a	sp|P05201|AATC_MOUSE	P05201	AATC_MOUSE	Got1	413	55.20	Mus musculus OX=10090	Aspartate aminotransferase, cytoplasmic 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	10	20	20	20	     0	     0	     0			
254	a	sp|P05202|AATM_MOUSE	P05202	AATM_MOUSE	Got2	430	74.40	Mus musculus OX=10090	Aspartate aminotransferase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	16	16	16	31	31	31	     0	     0	     0	1M(15.9949), 2M(15.9949), 4M(15.9949), 6M(15.9949)		
255	a	sp|P06151|LDHA_MOUSE	P06151	LDHA_MOUSE	Ldha	332	75.30	Mus musculus OX=10090	L-lactate dehydrogenase A chain 	1:Experimental evidence at protein level	1.0000	0.9990	10	9	10	15	13	15	     0	     0	     0	3M(15.9949), 4M(15.9949), 5M(15.9949), 6M(15.9949), 7M(15.9949), 8M(15.9949)		
256	a	sp|P06745|G6PI_MOUSE	P06745	G6PI_MOUSE	Gpi	558	63.60	Mus musculus OX=10090	Glucose-6-phosphate isomerase 	1:Experimental evidence at protein level	1.0000	0.9990	9	4	9	16	6	16	     0	     0	     0	3M(15.9949), 5M(15.9949)		
260	a	sp|P07310|KCRM_MOUSE	P07310	KCRM_MOUSE	Ckm	381	21.00	Mus musculus OX=10090	Creatine kinase M-type 	1:Experimental evidence at protein level	1.0000	0.9974	4	0	0	7	0	0	     0	     0	     0			
261	a	sp|P07356|ANXA2_MOUSE	P07356	ANXA2_MOUSE	Anxa2	339	63.10	Mus musculus OX=10090	Annexin A2 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	7	7	7	     0	     0	     0			
263	a	sp|P08113|ENPL_MOUSE	P08113	ENPL_MOUSE	Hsp90b1	802	45.00	Mus musculus OX=10090	Endoplasmin 	1:Experimental evidence at protein level	1.0000	0.9990	10	9	9	14	10	10	     0	     0	     0			
266	a	sp|P08226|APOE_MOUSE	P08226	APOE_MOUSE	Apoe	311	32.50	Mus musculus OX=10090	Apolipoprotein E 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
267	a	sp|P08228|SODC_MOUSE	P08228	SODC_MOUSE	Sod1	154	32.50	Mus musculus OX=10090	Superoxide dismutase [Cu-Zn] 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
268	a	sp|P08249|MDHM_MOUSE	P08249	MDHM_MOUSE	Mdh2	338	80.50	Mus musculus OX=10090	Malate dehydrogenase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	10	28	28	28	     0	     0	     0	10M(15.9949), 1M(15.9949), 8M(15.9949)		
269	a	sp|P08551|NFL_MOUSE	P08551	NFL_MOUSE	Nefl	543	79.70	Mus musculus OX=10090	Neurofilament light polypeptide 	1:Experimental evidence at protein level	1.0000	0.9990	14	11	14	26	20	26	     0	     0	     0	13M(15.9949), 2M(15.9949)		
270	a	sp|P08553|NFM_MOUSE	P08553	NFM_MOUSE	Nefm	848	63.80	Mus musculus OX=10090	Neurofilament medium polypeptide 	1:Experimental evidence at protein level	1.0000	0.9990	12	8	9	21	14	15	     0	     0	     0	5M(15.9949)		
271	a	sp|P09041|PGK2_MOUSE	P09041	PGK2_MOUSE	Pgk2	417	27.60	Mus musculus OX=10090	Phosphoglycerate kinase 2 	1:Experimental evidence at protein level	1.0000	0.9990	3	0	0	8	0	0	     0	     0	     0			
272	a	sp|P09103|PDIA1_MOUSE	P09103	PDIA1_MOUSE	P4hb	509	45.60	Mus musculus OX=10090	Protein disulfide-isomerase 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0	8M(15.9949)		
273	a	sp|P09405|NUCL_MOUSE	P09405	NUCL_MOUSE	Ncl	707	30.80	Mus musculus OX=10090	Nucleolin 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	6	6	6	     0	     0	     0			
274	a	sp|P09411|PGK1_MOUSE	P09411	PGK1_MOUSE	Pgk1	417	84.70	Mus musculus OX=10090	Phosphoglycerate kinase 1 	1:Experimental evidence at protein level	1.0000	0.9990	10	7	10	18	10	18	     0	     0	     0	3M(15.9949), 5M(15.9949), 7M(15.9949)		
275	a	sp|P09528|FRIH_MOUSE	P09528	FRIH_MOUSE	Fth1	182	39.60	Mus musculus OX=10090	Ferritin heavy chain 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	3	3	3	     0	     0	     0			
277	a	sp|P09671|SODM_MOUSE	P09671	SODM_MOUSE	Sod2	222	30.20	Mus musculus OX=10090	Superoxide dismutase [Mn], mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	7	7	7	     0	     0	     0			
279	a	sp|P10126|EF1A1_MOUSE	P10126	EF1A1_MOUSE	Eef1a1	462	59.10	Mus musculus OX=10090	Elongation factor 1-alpha 1 	1:Experimental evidence at protein level	1.0000	0.9990	10	3	10	24	7	24	     0	     0	     0	11C(57.0215), 1M(15.9949), 2M(15.9949)		
281	a	sp|P10518|HEM2_MOUSE	P10518	HEM2_MOUSE	Alad	330	37.60	Mus musculus OX=10090	Delta-aminolevulinic acid dehydratase 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0	7M(15.9949)		
