Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|O15260|SURF4_HUMAN	O15260	SURF4_HUMAN	SURF4	269	Homo sapiens OX=9606	Surfeit locus protein 4 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	292622.2	292622.2	292622.2	2M(15.9949), 9M(15.9949)		
sp|O15264|MK13_HUMAN	O15264	MK13_HUMAN	MAPK13	365	Homo sapiens OX=9606	Mitogen-activated protein kinase 13 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	78766.36	78766.36	78766.36	6M(15.9949)		
sp|O15305|PMM2_HUMAN	O15305	PMM2_HUMAN	PMM2	246	Homo sapiens OX=9606	Phosphomannomutase 2 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	5	5	5	51549.13	51549.13	51549.13	2M(15.9949),2M(15.9949)		
sp|O15355|PPM1G_HUMAN	O15355	PPM1G_HUMAN	PPM1G	546	Homo sapiens OX=9606	Protein phosphatase 1G 	1:Experimental evidence at protein level	1.0000	0.9984	2	2	2	6	6	6	35166.406	35166.406	35166.406			
sp|O15372|EIF3H_HUMAN	O15372	EIF3H_HUMAN	EIF3H	352	Homo sapiens OX=9606	Eukaryotic translation initiation factor 3 subunit H 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	19382.912	19382.912	19382.912			
sp|O15511|ARPC5_HUMAN	O15511	ARPC5_HUMAN	ARPC5	151	Homo sapiens OX=9606	Actin-related protein 2/3 complex subunit 5 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	89422.73	89422.73	89422.73	4M(15.9949)		
sp|O15533|TPSN_HUMAN	O15533	TPSN_HUMAN	TAPBP	448	Homo sapiens OX=9606	Tapasin 	1:Experimental evidence at protein level	1.0000	0.9988	2	2	2	3	3	3	57295.305	57295.305	57295.305	4M(15.9949)		
sp|O15551|CLD3_HUMAN	O15551	CLD3_HUMAN	CLDN3	220	Homo sapiens OX=9606	Claudin-3 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	16	16	16	95675.78	95675.78	95675.78			
sp|O43143|DHX15_HUMAN	O43143	DHX15_HUMAN	DHX15	795	Homo sapiens OX=9606	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	11	11	11	123588.96	123588.96	123588.96	3M(15.9949),4M(15.9949),8M(15.9949)		
sp|O43175|SERA_HUMAN	O43175	SERA_HUMAN	PHGDH	533	Homo sapiens OX=9606	D-3-phosphoglycerate dehydrogenase 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	2	2	2	13154.71	13154.71	13154.71			
sp|O43242|PSMD3_HUMAN	O43242	PSMD3_HUMAN	PSMD3	534	Homo sapiens OX=9606	26S proteasome non-ATPase regulatory subunit 3 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	10	10	10	92677.35	92677.35	92677.35	2M(15.9949),1M(15.9949)		
sp|O43390|HNRPR_HUMAN	O43390	HNRPR_HUMAN	HNRNPR	633	Homo sapiens OX=9606	Heterogeneous nuclear ribonucleoprotein R 	1:Experimental evidence at protein level	1.0000	0.9990	6	3	6	14	6	14	323033.66	149448.23	323033.66	10M(15.9949),2M(15.9949), 3M(15.9949)		
sp|O43399|TPD54_HUMAN	O43399	TPD54_HUMAN	TPD52L2	206	Homo sapiens OX=9606	Tumor protein D54 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	4	4	4	34548.984	34548.984	34548.984			
sp|O43488|ARK72_HUMAN	O43488	ARK72_HUMAN	AKR7A2	359	Homo sapiens OX=9606	Aflatoxin B1 aldehyde reductase member 2 	1:Experimental evidence at protein level	1.0000	0.9990	4	3	4	6	5	6	152133.52	147363.03	152133.52	2M(15.9949),1M(15.9949),10M(15.9949), 8M(15.9949)		
sp|O43491|E41L2_HUMAN	O43491	E41L2_HUMAN	EPB41L2	1005	Homo sapiens OX=9606	Band 4.1-like protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	10	9	10	22	19	22	125672.53	125297.24	125672.53	N-term(42.0106),N-term(42.0106),3M(15.9949)		
sp|O43583|DENR_HUMAN	O43583	DENR_HUMAN	DENR	198	Homo sapiens OX=9606	Density-regulated protein 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	35267.918	35267.918	35267.918			
sp|O43684|BUB3_HUMAN	O43684	BUB3_HUMAN	BUB3	328	Homo sapiens OX=9606	Mitotic checkpoint protein BUB3 	1:Experimental evidence at protein level	1.0000	0.9986	1	1	1	1	1	1	35376.164	35376.164	35376.164	9M(15.9949)		
sp|O43707|ACTN4_HUMAN	O43707	ACTN4_HUMAN	ACTN4	911	Homo sapiens OX=9606	Alpha-actinin-4 	1:Experimental evidence at protein level	1.0000	0.9990	17	10	17	39	21	39	938561.75	901984.2	938561.75	8M(15.9949),8M(15.9949),6M(15.9949),7M(15.9949)		
sp|O43747|AP1G1_HUMAN	O43747	AP1G1_HUMAN	AP1G1	822	Homo sapiens OX=9606	AP-1 complex subunit gamma-1 	1:Experimental evidence at protein level	1.0000	0.9984	2	1	2	4	3	4	59603.25	39035.957	59603.25	8M(15.9949)		
sp|O43760|SNG2_HUMAN	O43760	SNG2_HUMAN	SYNGR2	224	Homo sapiens OX=9606	Synaptogyrin-2 	1:Experimental evidence at protein level	1.0000	0.9972	5	3	5	9	6	9	122089.516	71768.84	122089.516	2M(15.9949), 4C(57.0214)		
sp|O43795|MYO1B_HUMAN	O43795	MYO1B_HUMAN	MYO1B	1136	Homo sapiens OX=9606	Unconventional myosin-Ib 	1:Experimental evidence at protein level	1.0000	0.9988	3	3	3	5	5	5	44855.03	44855.03	44855.03			
sp|O43818|U3IP2_HUMAN	O43818	U3IP2_HUMAN	RRP9	475	Homo sapiens OX=9606	U3 small nucleolar RNA-interacting protein 2 	1:Experimental evidence at protein level	1.0000	0.9984	3	3	3	5	5	5	55672.086	55672.086	55672.086			
sp|O43837|IDH3B_HUMAN	O43837	IDH3B_HUMAN	IDH3B	385	Homo sapiens OX=9606	Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	6	6	6	71741.664	71741.664	71741.664			
sp|O60264|SMCA5_HUMAN	O60264	SMCA5_HUMAN	SMARCA5	1052	Homo sapiens OX=9606	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 	1:Experimental evidence at protein level	1.0000	0.9988	3	1	3	7	1	7	79651.39	30816.756	79651.39			
sp|O60313|OPA1_HUMAN	O60313	OPA1_HUMAN	OPA1	960	Homo sapiens OX=9606	Dynamin-like 120 kDa protein, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	7	7	7	49115.668	49115.668	49115.668	1M(15.9949)		
sp|O60506|HNRPQ_HUMAN	O60506	HNRPQ_HUMAN	SYNCRIP	623	Homo sapiens OX=9606	Heterogeneous nuclear ribonucleoprotein Q 	1:Experimental evidence at protein level	1.0000	0.9990	6	3	3	12	4	4	276797.06	76554.1	76554.1	2M(15.9949), 3M(15.9949)		
sp|O60547|GMDS_HUMAN	O60547	GMDS_HUMAN	GMDS	372	Homo sapiens OX=9606	GDP-mannose 4,6 dehydratase 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	7	7	7	105113.77	105113.77	105113.77			
sp|O60568|PLOD3_HUMAN	O60568	PLOD3_HUMAN	PLOD3	738	Homo sapiens OX=9606	Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	33709.348	33709.348	33709.348	3M(15.9949)		
sp|O60664|PLIN3_HUMAN	O60664	PLIN3_HUMAN	PLIN3	434	Homo sapiens OX=9606	Perilipin-3 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	61308.746	61308.746	61308.746	11M(15.9949),7M(15.9949)		
sp|O60701|UGDH_HUMAN	O60701	UGDH_HUMAN	UGDH	494	Homo sapiens OX=9606	UDP-glucose 6-dehydrogenase 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	6	6	6	277336.78	277336.78	277336.78			
sp|O60716|CTND1_HUMAN	O60716	CTND1_HUMAN	CTNND1	968	Homo sapiens OX=9606	Catenin delta-1 	1:Experimental evidence at protein level	1.0000	0.9989	3	3	3	7	7	7	80245.59	80245.59	80245.59			
sp|O60763|USO1_HUMAN	O60763	USO1_HUMAN	USO1	962	Homo sapiens OX=9606	General vesicular transport factor p115 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	13	13	13	72244.63	72244.63	72244.63			
sp|O60832|DKC1_HUMAN	O60832	DKC1_HUMAN	DKC1	514	Homo sapiens OX=9606	H/ACA ribonucleoprotein complex subunit DKC1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	10	10	10	111609.82	111609.82	111609.82			
sp|O60841|IF2P_HUMAN	O60841	IF2P_HUMAN	EIF5B	1220	Homo sapiens OX=9606	Eukaryotic translation initiation factor 5B 	1:Experimental evidence at protein level	1.0000	0.9987	1	1	1	1	1	1	7244.863	7244.863	7244.863			
sp|O60925|PFD1_HUMAN	O60925	PFD1_HUMAN	PFDN1	122	Homo sapiens OX=9606	Prefoldin subunit 1 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	15161.451	15161.451	15161.451	N-term(42.0106)		
sp|O75083|WDR1_HUMAN	O75083	WDR1_HUMAN	WDR1	606	Homo sapiens OX=9606	WD repeat-containing protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	14	14	14	375961.97	375961.97	375961.97	5M(15.9949)		
sp|O75116|ROCK2_HUMAN	O75116	ROCK2_HUMAN	ROCK2	1388	Homo sapiens OX=9606	Rho-associated protein kinase 2 	1:Experimental evidence at protein level	1.0000	0.9982	1	1	1	1	1	1	9222.042	9222.042	9222.042			
sp|O75131|CPNE3_HUMAN	O75131	CPNE3_HUMAN	CPNE3	537	Homo sapiens OX=9606	Copine-3 	1:Experimental evidence at protein level	1.0000	0.9976	2	2	2	3	3	3	42885.992	42885.992	42885.992	6M(15.9949)		
sp|O75223|GGCT_HUMAN	O75223	GGCT_HUMAN	GGCT	188	Homo sapiens OX=9606	Gamma-glutamylcyclotransferase 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	25688.744	25688.744	25688.744			
sp|O75347|TBCA_HUMAN	O75347	TBCA_HUMAN	TBCA	108	Homo sapiens OX=9606	Tubulin-specific chaperone A 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	14737.898	14737.898	14737.898			
sp|O75367|H2AY_HUMAN	O75367	H2AY_HUMAN	MACROH2A1	372	Homo sapiens OX=9606	Core histone macro-H2A.1 	1:Experimental evidence at protein level	1.0000	0.9990	4	3	4	7	6	7	341252.22	176094.58	341252.22			
sp|O75369|FLNB_HUMAN	O75369	FLNB_HUMAN	FLNB	2602	Homo sapiens OX=9606	Filamin-B 	1:Experimental evidence at protein level	1.0000	0.9990	29	28	28	52	50	50	283909.4	283909.4	283909.4	1C(57.0214),13M(15.9949),6M(15.9949),10M(15.9949),9M(15.9949),11M(15.9949),11M(15.9949),4M(15.9949),5M(15.9949),6C(57.0214),7C(57.0214)		
sp|O75390|CISY_HUMAN	O75390	CISY_HUMAN	CS	466	Homo sapiens OX=9606	Citrate synthase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	12	12	12	211076.19	211076.19	211076.19	7M(15.9949)		
sp|O75396|SC22B_HUMAN	O75396	SC22B_HUMAN	SEC22B	215	Homo sapiens OX=9606	Vesicle-trafficking protein SEC22b 	1:Experimental evidence at protein level	1.0000	0.9989	3	3	3	5	5	5	78080.6	78080.6	78080.6	5M(15.9949)		
sp|O75400|PR40A_HUMAN	O75400	PR40A_HUMAN	PRPF40A	957	Homo sapiens OX=9606	Pre-mRNA-processing factor 40 homolog A 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	23260.688	23260.688	23260.688			
sp|O75439|MPPB_HUMAN	O75439	MPPB_HUMAN	PMPCB	489	Homo sapiens OX=9606	Mitochondrial-processing peptidase subunit beta 	1:Experimental evidence at protein level	1.0000	0.9989	4	4	4	7	7	7	69251.55	69251.55	69251.55	6M(15.9949),2C(57.0214)		
sp|O75533|SF3B1_HUMAN	O75533	SF3B1_HUMAN	SF3B1	1304	Homo sapiens OX=9606	Splicing factor 3B subunit 1 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	10	10	10	106386.44	106386.44	106386.44	8M(15.9949)		
sp|O75608|LYPA1_HUMAN	O75608	LYPA1_HUMAN	LYPLA1	230	Homo sapiens OX=9606	Acyl-protein thioesterase 1 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	2	2	2	46569.77	46569.77	46569.77			
sp|O75643|U520_HUMAN	O75643	U520_HUMAN	SNRNP200	2136	Homo sapiens OX=9606	U5 small nuclear ribonucleoprotein 200 kDa helicase 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	9	9	9	66465.03	66465.03	66465.03	1M(15.9949),7M(15.9949)		
sp|O75822|EIF3J_HUMAN	O75822	EIF3J_HUMAN	EIF3J	258	Homo sapiens OX=9606	Eukaryotic translation initiation factor 3 subunit J 	1:Experimental evidence at protein level	1.0000	0.9986	1	1	1	1	1	1	29128.977	29128.977	29128.977			
sp|O75874|IDHC_HUMAN	O75874	IDHC_HUMAN	IDH1	414	Homo sapiens OX=9606	Isocitrate dehydrogenase [NADP] cytoplasmic 	1:Experimental evidence at protein level	1.0000	0.9990	7	6	6	24	23	23	395134.75	395134.75	395134.75	14M(15.9949), 9M(15.9949),10M(15.9949), 5M(15.9949)		
sp|O75947|ATP5H_HUMAN	O75947	ATP5H_HUMAN	ATP5PD	161	Homo sapiens OX=9606	ATP synthase subunit d, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9978	2	2	2	4	4	4	57216.46	57216.46	57216.46	8M(15.9949)		
sp|O75955|FLOT1_HUMAN	O75955	FLOT1_HUMAN	FLOT1	427	Homo sapiens OX=9606	Flotillin-1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	7	7	7	93430.87	93430.87	93430.87	11M(15.9949)		
sp|O76013|KRT36_HUMAN	O76013	KRT36_HUMAN	KRT36	467	Homo sapiens OX=9606	Keratin, type I cuticular Ha6 	1:Experimental evidence at protein level	1.0000	0.9990	5	2	4	23	5	12	3588809.5	78328.44	270454.94	3M(15.9949)		
sp|O76021|RL1D1_HUMAN	O76021	RL1D1_HUMAN	RSL1D1	490	Homo sapiens OX=9606	Ribosomal L1 domain-containing protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	14323.286	14323.286	14323.286			
sp|O76031|CLPX_HUMAN	O76031	CLPX_HUMAN	CLPX	633	Homo sapiens OX=9606	ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	7616.6147	7616.6147	7616.6147			
sp|O76094|SRP72_HUMAN	O76094	SRP72_HUMAN	SRP72	671	Homo sapiens OX=9606	Signal recognition particle subunit SRP72 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	2	2	2	6892.2905	6892.2905	6892.2905			
sp|O94760|DDAH1_HUMAN	O94760	DDAH1_HUMAN	DDAH1	285	Homo sapiens OX=9606	N(G),N(G)-dimethylarginine dimethylaminohydrolase 1 	1:Experimental evidence at protein level	1.0000	0.9990	5	4	5	11	8	11	183555.48	183555.48	183555.48	N-term(42.0106)		
sp|O94776|MTA2_HUMAN	O94776	MTA2_HUMAN	MTA2	668	Homo sapiens OX=9606	Metastasis-associated protein MTA2 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	2	2	2	16162.403	16162.403	16162.403			
sp|O94826|TOM70_HUMAN	O94826	TOM70_HUMAN	TOMM70	608	Homo sapiens OX=9606	Mitochondrial import receptor subunit TOM70 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	2	2	2	38499.56	38499.56	38499.56			
sp|O94832|MYO1D_HUMAN	O94832	MYO1D_HUMAN	MYO1D	1006	Homo sapiens OX=9606	Unconventional myosin-Id 	1:Experimental evidence at protein level	1.0000	0.9988	8	8	8	11	11	11	185272.81	185272.81	185272.81	6M(15.9949),2M(15.9949)		
sp|O94874|UFL1_HUMAN	O94874	UFL1_HUMAN	UFL1	794	Homo sapiens OX=9606	E3 UFM1-protein ligase 1 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	61061.508	61061.508	61061.508	4M(15.9949)		
sp|O94905|ERLN2_HUMAN	O94905	ERLN2_HUMAN	ERLIN2	339	Homo sapiens OX=9606	Erlin-2 	1:Experimental evidence at protein level	1.0000	0.9990	1	0	1	4	0	4	46100.156	0	46100.156			
sp|O94906|PRP6_HUMAN	O94906	PRP6_HUMAN	PRPF6	941	Homo sapiens OX=9606	Pre-mRNA-processing factor 6 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	5	5	5	79946.27	79946.27	79946.27			
sp|O94973|AP2A2_HUMAN	O94973	AP2A2_HUMAN	AP2A2	939	Homo sapiens OX=9606	AP-2 complex subunit alpha-2 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	24930.385	24930.385	24930.385	8M(15.9949),2M(15.9949)		
sp|O94979|SC31A_HUMAN	O94979	SC31A_HUMAN	SEC31A	1220	Homo sapiens OX=9606	Protein transport protein Sec31A 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	10	10	10	49539.855	49539.855	49539.855			
sp|O95202|LETM1_HUMAN	O95202	LETM1_HUMAN	LETM1	739	Homo sapiens OX=9606	Mitochondrial proton/calcium exchanger protein 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	4	4	4	41661.28	41661.28	41661.28	12M(15.9949)		
sp|O95232|LC7L3_HUMAN	O95232	LC7L3_HUMAN	LUC7L3	432	Homo sapiens OX=9606	Luc7-like protein 3 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	2	2	2	19766.463	19766.463	19766.463			
sp|O95292|VAPB_HUMAN	O95292	VAPB_HUMAN	VAPB	243	Homo sapiens OX=9606	Vesicle-associated membrane protein-associated protein B/C 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	3	3	3	14498.881	14498.881	14498.881			
sp|O95336|6PGL_HUMAN	O95336	6PGL_HUMAN	PGLS	258	Homo sapiens OX=9606	6-phosphogluconolactonase 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	38928.367	38928.367	38928.367			
sp|O95373|IPO7_HUMAN	O95373	IPO7_HUMAN	IPO7	1038	Homo sapiens OX=9606	Importin-7 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	4	4	4	43915.918	43915.918	43915.918			
