Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	10mMDTT_1 Spectral Count	10mMDTT_2 Spectral Count	10mMDTT_3 Spectral Count	10mMDTT_4 Spectral Count	10mMDTT_5 Spectral Count	10mMDTT_6 Spectral Count	20mMDTT_1 Spectral Count	20mMDTT_2 Spectral Count	20mMDTT_3 Spectral Count	20mMDTT_4 Spectral Count	20mMDTT_5 Spectral Count	20mMDTT_6 Spectral Count	20mMTCEP_1 Spectral Count	20mMTCEP_2 Spectral Count	20mMTCEP_3 Spectral Count	20mMTCEP_4 Spectral Count	20mMTCEP_5 Spectral Count	20mMTCEP_6 Spectral Count	45mMTCEP_1 Spectral Count	45mMTCEP_2 Spectral Count	45mMTCEP_3 Spectral Count	45mMTCEP_4 Spectral Count	45mMTCEP_5 Spectral Count	45mMTCEP_6 Spectral Count	InGelv1_1 Spectral Count	InGelv1_2 Spectral Count	InGelv1_3 Spectral Count	InGelv1_4 Spectral Count	MLQC_1 Spectral Count	MLQC_2 Spectral Count	MLQC_3 Spectral Count	10mMDTT_1 Unique Spectral Count	10mMDTT_2 Unique Spectral Count	10mMDTT_3 Unique Spectral Count	10mMDTT_4 Unique Spectral Count	10mMDTT_5 Unique Spectral Count	10mMDTT_6 Unique Spectral Count	20mMDTT_1 Unique Spectral Count	20mMDTT_2 Unique Spectral Count	20mMDTT_3 Unique Spectral Count	20mMDTT_4 Unique Spectral Count	20mMDTT_5 Unique Spectral Count	20mMDTT_6 Unique Spectral Count	20mMTCEP_1 Unique Spectral Count	20mMTCEP_2 Unique Spectral Count	20mMTCEP_3 Unique Spectral Count	20mMTCEP_4 Unique Spectral Count	20mMTCEP_5 Unique Spectral Count	20mMTCEP_6 Unique Spectral Count	45mMTCEP_1 Unique Spectral Count	45mMTCEP_2 Unique Spectral Count	45mMTCEP_3 Unique Spectral Count	45mMTCEP_4 Unique Spectral Count	45mMTCEP_5 Unique Spectral Count	45mMTCEP_6 Unique Spectral Count	InGelv1_1 Unique Spectral Count	InGelv1_2 Unique Spectral Count	InGelv1_3 Unique Spectral Count	InGelv1_4 Unique Spectral Count	MLQC_1 Unique Spectral Count	MLQC_2 Unique Spectral Count	MLQC_3 Unique Spectral Count	10mMDTT_1 Total Spectral Count	10mMDTT_2 Total Spectral Count	10mMDTT_3 Total Spectral Count	10mMDTT_4 Total Spectral Count	10mMDTT_5 Total Spectral Count	10mMDTT_6 Total Spectral Count	20mMDTT_1 Total Spectral Count	20mMDTT_2 Total Spectral Count	20mMDTT_3 Total Spectral Count	20mMDTT_4 Total Spectral Count	20mMDTT_5 Total Spectral Count	20mMDTT_6 Total Spectral Count	20mMTCEP_1 Total Spectral Count	20mMTCEP_2 Total Spectral Count	20mMTCEP_3 Total Spectral Count	20mMTCEP_4 Total Spectral Count	20mMTCEP_5 Total Spectral Count	20mMTCEP_6 Total Spectral Count	45mMTCEP_1 Total Spectral Count	45mMTCEP_2 Total Spectral Count	45mMTCEP_3 Total Spectral Count	45mMTCEP_4 Total Spectral Count	45mMTCEP_5 Total Spectral Count	45mMTCEP_6 Total Spectral Count	InGelv1_1 Total Spectral Count	InGelv1_2 Total Spectral Count	InGelv1_3 Total Spectral Count	InGelv1_4 Total Spectral Count	MLQC_1 Total Spectral Count	MLQC_2 Total Spectral Count	MLQC_3 Total Spectral Count	10mMDTT_1 Intensity	10mMDTT_2 Intensity	10mMDTT_3 Intensity	10mMDTT_4 Intensity	10mMDTT_5 Intensity	10mMDTT_6 Intensity	20mMDTT_1 Intensity	20mMDTT_2 Intensity	20mMDTT_3 Intensity	20mMDTT_4 Intensity	20mMDTT_5 Intensity	20mMDTT_6 Intensity	20mMTCEP_1 Intensity	20mMTCEP_2 Intensity	20mMTCEP_3 Intensity	20mMTCEP_4 Intensity	20mMTCEP_5 Intensity	20mMTCEP_6 Intensity	45mMTCEP_1 Intensity	45mMTCEP_2 Intensity	45mMTCEP_3 Intensity	45mMTCEP_4 Intensity	45mMTCEP_5 Intensity	45mMTCEP_6 Intensity	InGelv1_1 Intensity	InGelv1_2 Intensity	InGelv1_3 Intensity	InGelv1_4 Intensity	MLQC_1 Intensity	MLQC_2 Intensity	MLQC_3 Intensity	10mMDTT_1 MaxLFQ Intensity	10mMDTT_2 MaxLFQ Intensity	10mMDTT_3 MaxLFQ Intensity	10mMDTT_4 MaxLFQ Intensity	10mMDTT_5 MaxLFQ Intensity	10mMDTT_6 MaxLFQ Intensity	20mMDTT_1 MaxLFQ Intensity	20mMDTT_2 MaxLFQ Intensity	20mMDTT_3 MaxLFQ Intensity	20mMDTT_4 MaxLFQ Intensity	20mMDTT_5 MaxLFQ Intensity	20mMDTT_6 MaxLFQ Intensity	20mMTCEP_1 MaxLFQ Intensity	20mMTCEP_2 MaxLFQ Intensity	20mMTCEP_3 MaxLFQ Intensity	20mMTCEP_4 MaxLFQ Intensity	20mMTCEP_5 MaxLFQ Intensity	20mMTCEP_6 MaxLFQ Intensity	45mMTCEP_1 MaxLFQ Intensity	45mMTCEP_2 MaxLFQ Intensity	45mMTCEP_3 MaxLFQ Intensity	45mMTCEP_4 MaxLFQ Intensity	45mMTCEP_5 MaxLFQ Intensity	45mMTCEP_6 MaxLFQ Intensity	InGelv1_1 MaxLFQ Intensity	InGelv1_2 MaxLFQ Intensity	InGelv1_3 MaxLFQ Intensity	InGelv1_4 MaxLFQ Intensity	MLQC_1 MaxLFQ Intensity	MLQC_2 MaxLFQ Intensity	MLQC_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|P62960|YBOX1_MOUSE	P62960	YBOX1_MOUSE	Ybx1	322	Mus musculus OX=10090	1:Experimental evidence at protein level	Nuclease-sensitive element-binding protein 1	1.0	0.999	23	698	536	698	16	16	11	11	16	18	19	15	15	18	17	16	17	18	14	15	18	17	20	14	13	13	15	17	30	27	37	26	64	73	62	11	10	6	8	10	15	15	10	10	12	12	11	13	13	9	11	12	14	13	10	10	10	10	10	26	21	31	22	56	61	54	16	16	11	11	16	18	19	15	15	18	17	16	17	18	14	15	18	17	20	14	13	13	15	17	30	27	37	26	64	73	62	453194.62	475742.9	379554.3	410293.88	459984.44	476170.7	480899.06	480342.25	449994.53	454634.4	462801.2	417636.72	495455.88	545179.3	456623.25	471259.28	451781.62	456594.72	447735.66	446970.38	490143.72	490549.28	431122.38	384835.06	646855.2	619341.9	729963.25	725779.3	1075984.8	1052192.1	1073958.5	238879.5	247434.34	201334.1	215526.42	226869.28	222467.64	228003.61	256147.44	247450.12	233017.16	237116.94	227812.64	246644.19	251059.95	229036.7	227070.11	226695.39	244054.25	222004.02	241462.31	243055.42	258312.33	206466.61	188428.06	365986.7	375886.6	386747.34	365829.5	500129.78	500100.25	476303.56	
sp|P62962|PROF1_MOUSE	P62962	PROF1_MOUSE	Pfn1	140	Mus musculus OX=10090	1:Experimental evidence at protein level	Profilin-1	1.0	0.999	16	1261	503	1261	45	49	41	45	43	45	41	41	39	44	38	42	39	42	45	40	38	46	37	41	42	37	41	40	29	36	35	36	39	43	42	15	20	16	17	15	17	12	16	15	15	14	16	18	18	18	13	16	18	17	15	15	15	19	16	13	17	17	16	18	17	19	45	49	41	45	43	45	41	41	39	44	38	42	39	42	45	40	38	46	37	41	42	37	41	40	29	36	35	36	39	43	42	1897303.0	1946607.9	1854353.4	1840486.2	1937551.2	1979178.8	2063924.0	2043097.0	1952967.9	1908297.6	1810557.2	1917010.0	2091126.2	2014892.4	2016784.0	2047832.0	2021079.2	2188645.0	1952133.6	2009239.0	1896588.2	1869241.9	1953955.2	1973676.5	1596566.6	1561054.4	1782545.6	1757418.5	1110916.4	826939.0	948325.25	843107.0	833778.56	838809.1	872544.56	893446.5	840873.8	839924.44	851303.56	878825.2	880477.25	869546.1	872458.0	873425.0	862174.25	959222.0	971866.4	894687.06	889909.0	913281.75	927158.8	841243.2	838619.06	911435.25	867022.8	609876.44	739780.94	900325.3	880131.4	842569.0	1010688.8	1099895.4	
sp|P62983|RS27A_MOUSE	P62983	RS27A_MOUSE	Rps27a	156	Mus musculus OX=10090	1:Experimental evidence at protein level	Ubiquitin-40S ribosomal protein S27a	1.0	0.999	12	1060	94	1060	27	32	24	34	28	26	36	23	32	27	30	28	33	41	24	30	26	32	32	31	33	30	24	31	45	51	55	51	55	41	48	4	4	2	3	2	2	2	2	3	2	4	2	3	2	3	2	3	4	2	2	3	3	3	4	2	2	3	2	9	5	5	27	32	24	34	28	26	36	23	32	27	30	28	33	41	24	30	26	32	32	31	33	30	24	31	45	51	55	51	55	41	48	5182917.5	5186316.5	4761606.0	4766829.0	5098031.0	4988341.0	5156973.0	5168608.0	4767372.0	4976444.5	4966295.5	4815670.5	5278569.5	5543615.5	5125473.5	5253240.5	5117287.0	5153277.0	4883714.5	5082703.0	5126005.0	5145345.0	4929194.0	4705329.0	6836872.5	7114424.5	6755306.0	6316265.0	4756548.5	4489681.0	4144040.8	3065310.8	3122896.0	2715967.2	2809805.5	2865591.2	2975596.8	3106439.2	3124810.0	2869528.0	2874675.2	3078960.0	2856418.8	2812229.0	2996556.0	2866045.5	2984853.2	2953358.2	2881024.8	2893026.0	2940814.2	3103269.8	3137916.5	3136028.5	2783116.5	3790549.0	3834844.5	4004692.2	3867658.2	2964141.2	3359269.2	3700964.8	
sp|P62984|RL40_MOUSE	P62984	RL40_MOUSE	Uba52	128	Mus musculus OX=10090	1:Experimental evidence at protein level	Ubiquitin-60S ribosomal protein L40	0.9987	0.9988	11	7	7	167	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	29	0	0	0	25	0	0	0	27	0	0	0	0	0	29	0	29	0	0	0	28	0	0	0	0	0	0	0	0	0	0.0	10961.892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6408.1523	0.0	0.0	0.0	0.0	0.0	6370.7793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P62996|TRA2B_MOUSE	P62996	TRA2B_MOUSE	Tra2b	288	Mus musculus OX=10090	1:Experimental evidence at protein level	Transformer-2 protein homolog beta	1.0	0.999	6	97	97	97	4	2	1	2	1	0	3	7	2	2	1	3	5	4	2	3	3	4	2	2	2	1	5	2	5	4	3	3	6	7	6	4	2	1	2	1	0	3	7	2	2	1	3	5	4	2	3	3	4	2	2	2	1	5	2	5	4	3	3	6	7	6	4	2	1	2	1	0	3	7	2	2	1	3	5	4	2	3	3	4	2	2	2	1	5	2	5	4	3	3	6	7	6	110599.95	120798.0	41657.113	42809.633	0.0	0.0	114281.7	109170.65	54796.387	96219.73	0.0	112886.17	125799.17	121505.516	113242.516	44808.64	118178.48	108263.05	113962.59	114641.2	49580.637	44838.72	112537.55	45891.613	86526.97	83563.37	0.0	80215.3	188612.72	194556.06	199956.5	72465.516	79434.03	0.0	0.0	0.0	0.0	75200.46	70948.414	0.0	64814.28	0.0	76855.336	77200.93	78451.0	71461.38	0.0	73887.83	69594.18	76260.55	76596.66	71403.34	0.0	75055.03	71079.086	139345.78	131971.72	162615.44	130505.46	136884.48	122236.58	126950.23	
sp|P63001|RAC1_MOUSE	P63001	RAC1_MOUSE	Rac1	192	Mus musculus OX=10090	1:Experimental evidence at protein level	Ras-related C3 botulinum toxin substrate 1	1.0	0.999	11	179	114	204	8	6	6	4	8	5	7	5	6	4	6	5	4	4	5	4	5	4	2	2	5	6	3	2	5	6	6	6	13	13	14	6	5	3	2	6	4	5	4	4	3	5	2	3	3	4	3	3	3	1	1	4	4	2	1	2	2	3	3	9	8	6	9	7	7	5	9	8	8	6	7	4	7	6	4	4	5	4	5	4	4	3	6	7	3	2	6	8	8	8	13	13	14	250423.31	249747.05	253555.72	215157.38	263924.8	257257.94	261565.36	272678.94	239692.9	264981.84	262341.2	221335.39	261786.97	252627.9	245211.22	251266.48	264792.44	208566.16	197776.56	217313.28	245974.36	240127.48	267103.34	241069.34	177357.34	191472.4	184207.19	190843.6	73107.72	66510.72	71221.516	127718.93	129210.2	132742.94	127685.0	137315.84	136321.06	135772.3	133412.4	123923.38	137242.52	134783.95	137940.84	132104.19	126552.98	124756.87	130478.4	127236.234	131877.75	125265.44	136783.06	127488.03	116526.35	133270.92	152656.5	139741.66	157966.28	149130.42	153961.97	235606.36	236104.69	234106.02	
sp|P63005|LIS1_MOUSE	P63005	LIS1_MOUSE	Pafah1b1	410	Mus musculus OX=10090	1:Experimental evidence at protein level	Platelet-activating factor acetylhydrolase IB subunit alpha	1.0	0.999	12	174	174	174	7	6	3	4	3	5	5	6	3	8	7	5	4	5	3	3	3	9	4	6	5	4	2	4	6	8	6	8	12	10	10	7	6	3	4	3	5	5	6	3	8	7	5	4	5	3	3	3	9	4	6	5	4	2	4	6	8	6	8	12	10	10	7	6	3	4	3	5	5	6	3	8	7	5	4	5	3	3	3	9	4	6	5	4	2	4	6	8	6	8	12	10	10	141113.44	142854.66	124514.2	135189.53	132814.56	131234.81	138653.53	142653.03	134118.5	136769.62	134786.81	135278.33	147736.62	146499.95	144298.78	138041.39	148217.9	134467.19	142987.42	138195.14	147134.6	140195.3	142039.95	118916.17	151879.53	156308.47	158697.36	161202.16	102173.016	104607.74	110759.9	101326.9	103303.16	86191.21	99160.484	95903.1	95592.7	99942.43	100291.15	94548.016	98396.77	95838.086	97114.52	105171.62	105070.65	103549.734	96569.39	106976.29	98242.695	102824.04	99096.875	103532.31	102859.234	101200.664	84949.234	109612.39	111243.82	108707.97	111009.3	105376.69	107566.766	113855.17	
sp|P63017|HSP7C_MOUSE	P63017	HSP7C_MOUSE	Hspa8	646	Mus musculus OX=10090	1:Experimental evidence at protein level	Heat shock cognate 71 kDa protein	1.0	0.999	101	5134	3470	5477	162	152	166	154	148	162	160	152	154	167	150	160	168	170	163	163	162	152	157	163	148	147	162	156	186	202	190	194	183	197	184	106	99	108	98	97	112	100	95	102	117	97	107	110	110	112	109	111	99	103	111	93	101	110	107	129	142	139	136	132	146	132	175	160	177	163	158	173	172	162	168	178	164	172	179	181	176	175	172	164	169	174	161	157	177	166	196	209	201	201	195	207	195	6665442.0	6483090.0	5776730.0	5761662.0	6204658.5	6293482.5	6067277.0	6386771.0	5845935.0	6300003.0	6528564.0	6531013.0	6432220.0	6528657.0	5993775.0	6599102.0	6260130.0	6449773.0	6230345.5	6536324.0	6533043.5	6555129.5	5672892.0	5378044.5	6356204.5	6319170.0	6813874.0	6774409.0	3799219.8	3564927.2	3757753.2	2218479.2	2196751.5	2201480.8	2274052.0	2289504.5	2277776.8	2221053.5	2237264.0	2201108.5	2239934.5	2278400.5	2204792.8	2223360.8	2171731.8	2225137.5	2245011.0	2160036.5	2202215.2	2240519.8	2281815.0	2199237.5	2257924.5	2210252.0	2155451.5	2463090.8	2309993.5	2501380.5	2489732.8	2356018.2	2354065.5	2482728.2	
sp|P63024|VAMP3_MOUSE	P63024	VAMP3_MOUSE	Vamp3	103	Mus musculus OX=10090	1:Experimental evidence at protein level	Vesicle-associated membrane protein 3	1.0	0.999	3	34	2	34	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	0	0	0	0	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	0	0	0	0	4	2	2	83403.66	101427.96	68910.39	87492.24	87852.95	83764.33	100381.52	88947.0	86904.87	91328.66	87714.43	95206.56	84118.23	88400.32	74482.77	0.0	87648.836	82506.305	75502.62	82636.414	71428.44	91573.37	79439.95	76505.984	0.0	0.0	0.0	0.0	46719.66	43241.082	47043.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47916.58	0.0	45867.938	
sp|P63028|TCTP_MOUSE	P63028	TCTP_MOUSE	Tpt1	172	Mus musculus OX=10090	1:Experimental evidence at protein level	Translationally-controlled tumor protein	1.0	0.999	11	799	799	799	30	29	24	26	25	26	25	23	29	27	27	27	26	24	27	26	23	27	23	29	27	27	23	19	20	25	23	27	21	35	29	30	29	24	26	25	26	25	23	29	27	27	27	26	24	27	26	23	27	23	29	27	27	23	19	20	25	23	27	21	35	29	30	29	24	26	25	26	25	23	29	27	27	27	26	24	27	26	23	27	23	29	27	27	23	19	20	25	23	27	21	35	29	784780.5	818402.6	642963.3	799032.5	794737.8	822288.8	772060.6	800409.5	745398.06	841664.1	863193.0	846000.5	840537.56	827755.4	719596.4	798895.25	800866.4	855443.56	692080.4	696964.25	849988.06	765822.56	663044.25	619659.7	724068.0	906058.75	886742.0	881991.56	653391.94	1174810.8	995375.75	378115.1	386313.78	325127.53	386705.0	375263.62	380915.7	356916.53	390846.4	353685.88	399160.72	389989.2	381645.53	403170.16	397689.4	385955.62	379233.25	409400.7	406864.16	338502.47	362246.28	390312.88	372872.7	329376.75	318685.25	472023.75	465367.78	445284.28	424492.1	381758.3	677538.2	610310.44	
sp|P63030|MPC1_MOUSE	P63030	MPC1_MOUSE	Mpc1	109	Mus musculus OX=10090	1:Experimental evidence at protein level	Mitochondrial pyruvate carrier 1	1.0	0.999	8	165	165	165	5	7	4	7	4	4	5	5	7	5	3	3	5	3	5	6	4	6	3	3	3	5	4	6	0	0	3	4	15	15	16	5	7	4	7	4	4	5	5	7	5	3	3	5	3	5	6	4	6	3	3	3	5	4	6	0	0	3	4	15	15	16	5	7	4	7	4	4	5	5	7	5	3	3	5	3	5	6	4	6	3	3	3	5	4	6	0	0	3	4	15	15	16	95449.72	90022.336	96828.41	75453.32	91195.33	102100.375	82068.29	79006.61	98515.41	90243.79	60488.86	70743.1	95105.23	84022.555	82552.41	88223.72	74044.07	78606.73	78586.24	70286.51	91729.89	92191.766	93219.33	98223.195	0.0	0.0	46459.26	42950.18	0.0	0.0	0.0	154265.89	157324.16	141391.52	124016.27	137408.55	123505.336	120657.39	111356.87	155589.0	132457.64	72766.484	99175.875	124829.4	0.0	118131.81	137910.05	117573.97	118843.5	0.0	102468.9	130332.89	148511.25	0.0	153571.39	0.0	0.0	71806.49	69189.95	161387.05	207922.73	116504.13	
sp|P63037|DNJA1_MOUSE	P63037	DNJA1_MOUSE	Dnaja1	397	Mus musculus OX=10090	1:Experimental evidence at protein level	DnaJ homolog subfamily A member 1	1.0	0.999	29	795	795	795	29	25	22	23	25	22	19	24	25	28	21	22	30	26	18	24	22	29	26	28	26	28	19	20	25	33	31	33	25	36	31	29	25	22	23	25	22	19	24	25	28	21	22	30	26	18	24	22	29	26	28	26	28	19	20	25	33	31	33	25	36	31	29	25	22	23	25	22	19	24	25	28	21	22	30	26	18	24	22	29	26	28	26	28	19	20	25	33	31	33	25	36	31	425209.3	420254.78	392369.16	409991.22	398270.12	397355.28	395998.03	405691.1	407669.7	406468.03	361648.06	354762.06	437442.38	432319.47	405982.8	413580.9	430296.7	427388.4	398691.0	401105.88	448323.62	437108.8	374093.03	375154.94	354260.03	357011.0	358636.56	362832.6	463127.53	404722.5	404956.9	238590.52	241952.05	251564.78	240335.36	230877.98	245438.03	244753.69	239466.19	237755.12	247246.25	229367.69	230751.03	241620.83	248542.83	243160.39	237244.08	253093.98	237862.8	231093.2	244187.77	260933.6	245558.88	230825.52	236799.39	256400.77	234310.77	213928.64	180860.67	222007.14	324870.06	277196.28	
sp|P63038|CH60_MOUSE	P63038	CH60_MOUSE	Hspd1	573	Mus musculus OX=10090	1:Experimental evidence at protein level	60 kDa heat shock protein, mitochondrial	1.0	0.999	94	5894	5837	5894	178	188	182	184	182	175	167	190	187	177	164	182	199	181	182	180	186	173	189	189	182	186	181	182	184	190	197	199	241	260	257	176	186	179	183	180	172	167	188	185	176	161	180	197	178	179	178	183	172	188	187	179	184	179	180	184	190	197	199	239	258	253	178	188	182	184	182	175	167	190	187	177	164	182	199	181	182	180	186	173	189	189	182	186	181	182	184	190	197	199	241	260	257	4711817.0	4567930.0	4505973.0	4861513.0	4601672.5	4447016.0	4628114.5	4419093.0	4696419.0	4608631.5	4355736.0	4250130.5	4422517.0	4524268.0	4434097.0	4712818.5	4375295.0	4385636.5	4630281.0	4599461.0	4569651.0	4910018.0	4401069.5	4331669.0	4803535.5	4914072.5	5056239.0	5096280.0	6131211.0	6274858.0	6216308.5	2193468.2	2183881.8	2234170.5	2243439.5	2227284.2	2210417.5	2246735.0	2226857.2	2236678.0	2263445.8	2068932.6	2065647.0	2187956.8	2168246.0	2269146.5	2264889.0	2200628.0	2231986.0	2207023.5	2282732.2	2235637.8	2242945.8	2210579.2	2212005.8	1931311.1	2020872.2	2001803.4	1954855.1	2348215.0	2194390.5	2307690.0	
sp|P63073|IF4E_MOUSE	P63073	IF4E_MOUSE	Eif4e	217	Mus musculus OX=10090	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 4E	1.0	0.999	10	235	235	235	8	10	9	8	8	8	8	7	6	7	7	7	7	3	10	9	9	7	7	9	10	7	7	4	4	6	7	6	8	8	14	8	10	9	8	8	8	8	7	6	7	7	7	7	3	10	9	9	7	7	9	10	7	7	4	4	6	7	6	8	8	14	8	10	9	8	8	8	8	7	6	7	7	7	7	3	10	9	9	7	7	9	10	7	7	4	4	6	7	6	8	8	14	81319.234	138367.17	139744.16	135378.03	146336.17	148918.9	147534.12	87979.805	142289.23	136679.23	151678.31	146826.89	105729.35	82424.234	144111.27	151620.14	165270.05	150246.16	144867.33	138737.36	158291.28	83745.79	156145.75	152722.0	95513.984	183007.6	181769.97	183591.4	123371.375	117223.484	202456.66	101758.375	98438.76	96761.24	99244.74	102545.7	104245.27	103784.83	104187.8	101804.48	100632.89	108785.08	102418.914	102282.6	101069.41	99228.41	105010.95	108633.47	109274.516	98111.53	95131.34	102887.836	95143.836	109434.914	108400.51	124082.98	130009.164	128299.14	131433.33	152043.48	142132.02	138881.34	
sp|P63082|VATL_MOUSE	P63082	VATL_MOUSE	Atp6v0c	155	Mus musculus OX=10090	1:Experimental evidence at protein level	V-type proton ATPase 16 kDa proteolipid subunit	1.0	0.999	2	38	38	38	1	1	2	2	1	1	2	1	1	1	1	1	1	2	1	2	1	2	1	1	3	1	1	2	1	1	0	0	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1	2	1	2	1	2	1	1	3	1	1	2	1	1	0	0	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1	2	1	2	1	2	1	1	3	1	1	2	1	1	0	0	1	1	1	36470.27	40487.586	39387.7	40418.203	34978.227	34227.55	43822.184	42688.36	33998.746	29612.576	38646.05	37105.51	37725.266	38527.703	27356.744	32876.605	40596.46	27817.666	31806.994	35678.055	35915.426	40518.383	32436.451	29220.06	37197.137	32527.818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P63085|MK01_MOUSE	P63085	MK01_MOUSE	Mapk1	358	Mus musculus OX=10090	1:Experimental evidence at protein level	Mitogen-activated protein kinase 1	1.0	0.999	13	202	111	202	5	5	4	5	2	5	9	7	4	5	7	4	7	8	7	6	8	5	4	6	6	4	5	4	6	7	8	10	14	12	13	3	3	2	2	1	3	3	3	2	2	4	3	3	5	2	4	4	2	2	3	3	2	3	2	5	6	6	7	7	7	7	5	5	4	5	2	5	9	7	4	5	7	4	7	8	7	6	8	5	4	6	6	4	5	4	6	7	8	10	14	12	13	190552.97	187793.03	177623.83	223037.0	162067.9	150361.4	214564.78	202980.72	175134.38	210727.2	215489.56	161569.62	211425.97	207449.69	229398.55	212709.08	220384.47	216258.48	225794.45	223175.1	197489.52	202309.55	180140.0	191136.88	168251.12	171335.03	227085.23	220051.28	82800.7	85195.055	83751.42	103332.68	102753.49	105389.555	119485.125	109646.62	101167.945	117695.03	112683.9	118191.41	119588.734	117404.72	110451.7	115628.01	114468.375	123144.59	113165.016	116391.55	114167.68	120025.41	117690.86	110913.17	112645.414	118376.73	91805.69	122621.61	127483.89	128406.484	125006.46	113929.086	113874.08	111598.78	
sp|P63087|PP1G_MOUSE	P63087	PP1G_MOUSE	Ppp1cc	323	Mus musculus OX=10090	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase PP1-gamma catalytic subunit	1.0	0.999	15	2	2	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26546.244	11908.723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P63094|GNAS2_MOUSE	P63094	GNAS2_MOUSE	Gnas	394	Mus musculus OX=10090	1:Experimental evidence at protein level	Guanine nucleotide-binding protein G(s) subunit alpha isoforms short	1.0	0.999	14	190	0	224	7	7	6	6	7	4	9	6	8	3	8	8	4	7	6	10	4	7	7	7	8	6	6	5	3	3	4	3	7	6	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	8	7	8	6	11	7	9	4	9	9	6	8	7	12	5	9	9	8	8	7	7	7	3	4	5	4	7	6	9	177418.25	184240.28	145625.61	155501.98	160849.52	156130.62	194696.47	192895.56	158877.19	152028.8	152249.16	147439.69	147801.08	151695.9	174120.03	180797.2	193781.53	185421.73	189045.72	178677.53	176513.81	180272.6	126087.984	134206.22	149002.52	145122.84	137471.17	144618.39	108608.49	102108.445	105184.08	87253.195	89690.37	73666.2	76195.766	81298.76	74816.42	88099.33	91851.125	84100.42	81472.734	87415.01	85556.234	72990.14	77902.96	80871.29	85520.7	91859.18	89941.06	88226.336	86813.1	89074.01	91449.914	77092.48	68957.84	149737.61	0.0	139506.3	0.0	111573.2	104741.914	107216.945	sp|Q6R0H7|GNAS1_MOUSE
