Group	SubGroup	Protein	Protein ID	Entry Name	Gene	Length	Percent Coverage	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
65	a	sp|D3YZP9|CCDC6_MOUSE	D3YZP9	CCDC6_MOUSE	Ccdc6	469	20.90	Mus musculus OX=10090	Coiled-coil domain-containing protein 6 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	4	4	4	     0	     0	     0	3M(15.9949)		
67	a	sp|E9PUL5|PRRT2_MOUSE	E9PUL5	PRRT2_MOUSE	Prrt2	346	31.50	Mus musculus OX=10090	Proline-rich transmembrane protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	11	11	11	     0	     0	     0			
68	a	sp|E9PVA8|GCN1_MOUSE	E9PVA8	GCN1_MOUSE	Gcn1	2671	5.80	Mus musculus OX=10090	eIF-2-alpha kinase activator GCN1 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	6	6	6	     0	     0	     0	2M(15.9949)		
69	a	sp|E9Q3L2|PI4KA_MOUSE	E9Q3L2	PI4KA_MOUSE	Pi4ka	2105	25.50	Mus musculus OX=10090	Phosphatidylinositol 4-kinase alpha 	1:Experimental evidence at protein level	1.0000	0.9990	19	19	19	28	28	28	     0	     0	     0	2M(15.9949), 8M(15.9949), 9M(15.9949)		
70	a	sp|E9Q401|RYR2_MOUSE	E9Q401	RYR2_MOUSE	Ryr2	4966	19.70	Mus musculus OX=10090	Ryanodine receptor 2 	1:Experimental evidence at protein level	1.0000	0.9990	30	26	30	40	35	40	     0	     0	     0	10M(15.9949), 11M(15.9949), 13N(54.0474), 14C(57.0215), 14M(15.9949), 15M(15.9949), 1M(15.9949), 2M(15.9949), 3M(15.9949), 4M(15.9949), 5M(15.9949), 6M(15.9949), 8M(15.9949)		
71	a	sp|E9Q4P1|WDFY1_MOUSE	E9Q4P1	WDFY1_MOUSE	Wdfy1	410	15.60	Mus musculus OX=10090	WD repeat and FYVE domain-containing protein 1 	1:Experimental evidence at protein level	1.0000	0.9989	2	2	2	2	2	2	     0	     0	     0	6M(15.9949)		
72	a	sp|E9Q735|UBE4A_MOUSE	E9Q735	UBE4A_MOUSE	Ube4a	1028	8.20	Mus musculus OX=10090	Ubiquitin conjugation factor E4 A 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
73	a	sp|E9Q7G0|NUMA1_MOUSE	E9Q7G0	NUMA1_MOUSE	Numa1	2094	7.60	Mus musculus OX=10090	Nuclear mitotic apparatus protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0	10M(15.9949)		
74	a	sp|E9Q7X7|NRX2A_MOUSE	E9Q7X7	NRX2A_MOUSE	Nrxn2	1710	5.40	Mus musculus OX=10090	Neurexin-2 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0	11M(15.9949)		
75	a	sp|E9Q8I9|FRY_MOUSE	E9Q8I9	FRY_MOUSE	Fry	3020	10.20	Mus musculus OX=10090	Protein furry homolog 	1:Experimental evidence at protein level	1.0000	0.9990	12	12	12	16	16	16	     0	     0	     0	1M(15.9949), 4M(15.9949), 5M(15.9949), 7M(15.9949)		
76	a	sp|F6SEU4|SYGP1_MOUSE	F6SEU4	SYGP1_MOUSE	Syngap1	1340	42.60	Mus musculus OX=10090	Ras/Rap GTPase-activating protein SynGAP 	1:Experimental evidence at protein level	1.0000	0.9990	38	37	38	73	70	73	     0	     0	     0	10M(15.9949), 11M(15.9949), 12M(15.9949), 13M(15.9949), 14M(15.9949), 2M(15.9949), 3M(15.9949), 4M(15.9949), 5M(15.9949), 6C(57.0215), 6M(15.9949), 8M(15.9949), 9M(15.9949)		
77	a	sp|F6ZDS4|TPR_MOUSE	F6ZDS4	TPR_MOUSE	Tpr	2431	14.00	Mus musculus OX=10090	Nucleoprotein TPR 	1:Experimental evidence at protein level	1.0000	0.9990	14	14	14	20	20	20	     0	     0	     0	4M(15.9949), 8M(15.9949)		
78	a	sp|F8VPU2|FARP1_MOUSE	F8VPU2	FARP1_MOUSE	Farp1	1048	11.40	Mus musculus OX=10090	FERM, ARHGEF and pleckstrin domain-containing protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	4	4	4	     0	     0	     0	4M(15.9949), N-term(42.0106)		
79	a	sp|G3X9C2|FBX50_MOUSE	G3X9C2	FBX50_MOUSE	Nccrp1	266	18.00	Mus musculus OX=10090	F-box only protein 50 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	3	3	3	     0	     0	     0			
80	a	sp|G3X9K3|BIG1_MOUSE	G3X9K3	BIG1_MOUSE	Arfgef1	1846	7.20	Mus musculus OX=10090	Brefeldin A-inhibited guanine nucleotide-exchange protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	3	2	2	4	2	2	     0	     0	     0	7M(15.9949)		
81	a	sp|G5E829|AT2B1_MOUSE	G5E829	AT2B1_MOUSE	Atp2b1	1220	48.80	Mus musculus OX=10090	Plasma membrane calcium-transporting ATPase 1 	1:Experimental evidence at protein level	1.0000	0.9990	58	29	37	286	126	202	     0	     0	     0	10K(54.0474), 10M(15.9949), 12C(57.0215), 15M(15.9949), 1M(15.9949), 2M(15.9949), 3C(57.0215), 3M(15.9949), 4M(15.9949), 6M(15.9949), 7M(15.9949), 9M(15.9949), N-term(42.0106)		
82	a	sp|G5E8K5|ANK3_MOUSE	G5E8K5	ANK3_MOUSE	Ank3	1961	30.10	Mus musculus OX=10090	Ankyrin-3 	1:Experimental evidence at protein level	1.0000	0.9990	21	15	16	39	21	26	     0	     0	     0	25M(15.9949), 3M(15.9949), 4M(15.9949), 7M(15.9949), 9M(15.9949)		
83	a	sp|O08529|CAN2_MOUSE	O08529	CAN2_MOUSE	Capn2	700	12.40	Mus musculus OX=10090	Calpain-2 catalytic subunit 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0			
84	a	sp|O08530|S1PR1_MOUSE	O08530	S1PR1_MOUSE	S1pr1	382	8.90	Mus musculus OX=10090	Sphingosine 1-phosphate receptor 1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	7	7	7	     0	     0	     0	7M(15.9949)		
85	a	sp|O08532|CA2D1_MOUSE	O08532	CA2D1_MOUSE	Cacna2d1	1103	19.10	Mus musculus OX=10090	Voltage-dependent calcium channel subunit alpha-2/delta-1 	1:Experimental evidence at protein level	1.0000	0.9990	14	13	14	27	25	27	     0	     0	     0	11M(15.9949), 3M(15.9949), 7C(57.0215)		
86	a	sp|O08547|SC22B_MOUSE	O08547	SC22B_MOUSE	Sec22b	215	50.70	Mus musculus OX=10090	Vesicle-trafficking protein SEC22b 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	18	18	18	     0	     0	     0	11M(15.9949), 2M(15.9949)		
87	a	sp|O08553|DPYL2_MOUSE	O08553	DPYL2_MOUSE	Dpysl2	572	81.10	Mus musculus OX=10090	Dihydropyrimidinase-related protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	52	42	52	326	263	326	     0	     0	     0	10C(57.0215), 11M(15.9949), 13C(57.0215), 14M(15.9949), 16C(57.0215), 1M(15.9949), 3M(15.9949), 4C(57.0215), 6M(15.9949), 8C(57.0215), 8M(15.9949), 9M(15.9949)		
90	a	sp|O08582|GTPB1_MOUSE	O08582	GTPB1_MOUSE	Gtpbp1	668	9.10	Mus musculus OX=10090	GTP-binding protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0	1M(15.9949)		
91	a	sp|O08585|CLCA_MOUSE	O08585	CLCA_MOUSE	Clta	235	55.30	Mus musculus OX=10090	Clathrin light chain A 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	13	13	13	     0	     0	     0			
92	a	sp|O08638|MYH11_MOUSE	O08638	MYH11_MOUSE	Myh11	1972	28.10	Mus musculus OX=10090	Myosin-11 	1:Experimental evidence at protein level	1.0000	0.9990	23	10	10	38	15	15	     0	     0	     0	11M(15.9949), 12M(15.9949), 16M(15.9949)		
94	a	sp|O08688|CAN5_MOUSE	O08688	CAN5_MOUSE	Capn5	640	8.00	Mus musculus OX=10090	Calpain-5 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
95	a	sp|O08709|PRDX6_MOUSE	O08709	PRDX6_MOUSE	Prdx6	224	73.20	Mus musculus OX=10090	Peroxiredoxin-6 	1:Experimental evidence at protein level	1.0000	0.9990	14	14	14	26	26	26	     0	     0	     0	5M(15.9949), 6C(57.0215), 6M(15.9949), 9M(15.9949)		
96	a	sp|O08739|AMPD3_MOUSE	O08739	AMPD3_MOUSE	Ampd3	766	8.50	Mus musculus OX=10090	AMP deaminase 3 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	4	4	4	     0	     0	     0			
97	a	sp|O08749|DLDH_MOUSE	O08749	DLDH_MOUSE	Dld	509	51.50	Mus musculus OX=10090	Dihydrolipoyl dehydrogenase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	22	22	22	52	52	52	     0	     0	     0	12M(15.9949), 13C(57.0215), 14M(15.9949), 15M(15.9949), 21M(15.9949), 28C(57.0215), 8C(57.0215), 8M(15.9949)		
98	a	sp|O08756|HCD2_MOUSE	O08756	HCD2_MOUSE	Hsd17b10	261	54.00	Mus musculus OX=10090	3-hydroxyacyl-CoA dehydrogenase type-2 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	23	23	23	     0	     0	     0	6M(15.9949)		
99	a	sp|O08759|UBE3A_MOUSE	O08759	UBE3A_MOUSE	Ube3a	870	19.00	Mus musculus OX=10090	Ubiquitin-protein ligase E3A 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	9	9	9	     0	     0	     0	3M(15.9949), 6M(15.9949)		
100	a	sp|O08810|U5S1_MOUSE	O08810	U5S1_MOUSE	Eftud2	971	20.10	Mus musculus OX=10090	116 kDa U5 small nuclear ribonucleoprotein component 	1:Experimental evidence at protein level	1.0000	0.9990	8	7	7	13	11	11	     0	     0	     0	8M(15.9949)		
101	a	sp|O08848|RO60_MOUSE	O08848	RO60_MOUSE	RO60	538	11.90	Mus musculus OX=10090	60 kDa SS-A/Ro ribonucleoprotein 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
102	a	sp|O08914|FAAH1_MOUSE	O08914	FAAH1_MOUSE	Faah	579	24.70	Mus musculus OX=10090	Fatty-acid amide hydrolase 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	5	5	5	     0	     0	     0	11M(15.9949), 16M(15.9949)		
103	a	sp|O08917|FLOT1_MOUSE	O08917	FLOT1_MOUSE	Flot1	428	57.00	Mus musculus OX=10090	Flotillin-1 	1:Experimental evidence at protein level	1.0000	0.9990	14	14	14	23	23	23	     0	     0	     0	11M(15.9949), 3M(15.9949), 5M(15.9949), 6M(15.9949), 9M(15.9949)		
104	a	sp|O08919|NUMBL_MOUSE	O08919	NUMBL_MOUSE	Numbl	604	15.20	Mus musculus OX=10090	Numb-like protein 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	7	7	7	     0	     0	     0			
106	a	sp|O08992|SDCB1_MOUSE	O08992	SDCB1_MOUSE	Sdcbp	299	13.40	Mus musculus OX=10090	Syntenin-1 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0	7M(15.9949)		
107	a	sp|O09061|PSB1_MOUSE	O09061	PSB1_MOUSE	Psmb1	240	55.40	Mus musculus OX=10090	Proteasome subunit beta type-1 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	17	17	17	     0	     0	     0	10M(15.9949), 2M(15.9949)		
108	a	sp|O09111|NDUBB_MOUSE	O09111	NDUBB_MOUSE	Ndufb11	151	32.50	Mus musculus OX=10090	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
109	a	sp|O09117|SYPL1_MOUSE	O09117	SYPL1_MOUSE	Sypl1	261	18.80	Mus musculus OX=10090	Synaptophysin-like protein 1 	1:Experimental evidence at protein level	1.0000	0.9973	1	1	1	1	1	1	     0	     0	     0			
110	a	sp|O09167|RL21_MOUSE	O09167	RL21_MOUSE	Rpl21	160	22.50	Mus musculus OX=10090	60S ribosomal protein L21 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	4	4	4	     0	     0	     0	10M(15.9949)		
111	a	sp|O35098|DPYL4_MOUSE	O35098	DPYL4_MOUSE	Dpysl4	572	49.50	Mus musculus OX=10090	Dihydropyrimidinase-related protein 4 	1:Experimental evidence at protein level	1.0000	0.9990	16	15	15	46	45	45	     0	     0	     0	11M(15.9949), 1M(15.9949), 8M(15.9949), 9M(15.9949)		
112	a	sp|O35129|PHB2_MOUSE	O35129	PHB2_MOUSE	Phb2	299	60.50	Mus musculus OX=10090	Prohibitin-2 	1:Experimental evidence at protein level	1.0000	0.9990	13	13	13	41	41	41	     0	     0	     0	13M(15.9949), 4M(15.9949), 9M(15.9949)		
113	a	sp|O35136|NCAM2_MOUSE	O35136	NCAM2_MOUSE	Ncam2	837	29.70	Mus musculus OX=10090	Neural cell adhesion molecule 2 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	18	18	18	     0	     0	     0	13M(15.9949), 1M(15.9949), 2M(15.9949)		
114	a	sp|O35215|DOPD_MOUSE	O35215	DOPD_MOUSE	Ddt	118	26.30	Mus musculus OX=10090	D-dopachrome decarboxylase 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	5	5	5	     0	     0	     0			
115	a	sp|O35226|PSMD4_MOUSE	O35226	PSMD4_MOUSE	Psmd4	376	35.90	Mus musculus OX=10090	26S proteasome non-ATPase regulatory subunit 4 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	4	4	4	     0	     0	     0			
116	a	sp|O35239|PTN9_MOUSE	O35239	PTN9_MOUSE	Ptpn9	593	11.60	Mus musculus OX=10090	Tyrosine-protein phosphatase non-receptor type 9 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0	5M(15.9949)		
117	a	sp|O35250|EXOC7_MOUSE	O35250	EXOC7_MOUSE	Exoc7	697	20.40	Mus musculus OX=10090	Exocyst complex component 7 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	11	11	11	     0	     0	     0	2M(15.9949), 5M(15.9949)		
118	a	sp|O35286|DHX15_MOUSE	O35286	DHX15_MOUSE	Dhx15	795	22.50	Mus musculus OX=10090	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 	1:Experimental evidence at protein level	1.0000	0.9990	11	11	11	23	23	23	     0	     0	     0	3M(15.9949), 4M(15.9949), 5M(15.9949), 8M(15.9949)		
119	a	sp|O35295|PURB_MOUSE	O35295	PURB_MOUSE	Purb	324	44.10	Mus musculus OX=10090	Transcriptional activator protein Pur-beta 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	18	18	18	     0	     0	     0	5M(15.9949), 7C(57.0215)		
120	a	sp|O35345|IMA7_MOUSE	O35345	IMA7_MOUSE	Kpna6	536	14.00	Mus musculus OX=10090	Importin subunit alpha-7 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
121	a	sp|O35350|CAN1_MOUSE	O35350	CAN1_MOUSE	Capn1	713	18.50	Mus musculus OX=10090	Calpain-1 catalytic subunit 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
