Group	SubGroup	Protein	Protein ID	Entry Name	Gene	Length	Percent Coverage	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
16	a	CON_TRY1_BOVIN|SWISS-PROT:P00760	CON_TRY1_BOVIN|SWISS-PROT:P00760 Cationic trypsin precursor (EC 3.4.21.4) (Beta-trypsin) [Contains: Alpha-trypsin			243	8.60				1.0000	0.9987	1	1	1	4	4	4	     0	     0	     0	7C(57.0215)		
25	a	sp|A2A432|CUL4B_MOUSE	A2A432	CUL4B_MOUSE	Cul4b	970	12.10	Mus musculus OX=10090	Cullin-4B 	1:Experimental evidence at protein level	1.0000	0.9990	5	2	5	6	3	6	     0	     0	     0			
26	a	sp|A2A5R2|BIG2_MOUSE	A2A5R2	BIG2_MOUSE	Arfgef2	1792	9.70	Mus musculus OX=10090	Brefeldin A-inhibited guanine nucleotide-exchange protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	9	8	9	13	11	13	     0	     0	     0	10M(15.9949), 13M(15.9949), 1M(15.9949), 3M(15.9949), 7M(15.9949)		
27	a	sp|A2A690|TANC2_MOUSE	A2A690	TANC2_MOUSE	Tanc2	1994	7.90	Mus musculus OX=10090	Protein TANC2 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	7	7	7	     0	     0	     0	1M(15.9949), 5M(15.9949), 6M(15.9949)		
30	a	sp|A2AG50|MA7D2_MOUSE	A2AG50	MA7D2_MOUSE	Map7d2	781	14.10	Mus musculus OX=10090	MAP7 domain-containing protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0	4M(15.9949)		
31	a	sp|A2AGL3|RYR3_MOUSE	A2AGL3	RYR3_MOUSE	Ryr3	4863	4.20	Mus musculus OX=10090	Ryanodine receptor 3 	1:Experimental evidence at protein level	1.0000	0.9990	2	0	0	4	0	0	     0	     0	     0			
32	a	sp|A2AGT5|CKAP5_MOUSE	A2AGT5	CKAP5_MOUSE	Ckap5	2032	19.10	Mus musculus OX=10090	Cytoskeleton-associated protein 5 	1:Experimental evidence at protein level	1.0000	0.9990	17	17	17	19	19	19	     0	     0	     0	10M(15.9949), 7M(15.9949)		
34	a	sp|A2AJA9|AJM1_MOUSE	A2AJA9	AJM1_MOUSE	Ajm1	974	12.70	Mus musculus OX=10090	Apical junction component 1 homolog 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	7	7	7	     0	     0	     0	4M(15.9949)		
35	a	sp|A2AJI0|MA7D1_MOUSE	A2AJI0	MA7D1_MOUSE	Map7d1	846	8.50	Mus musculus OX=10090	MAP7 domain-containing protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0	2M(15.9949)		
36	a	sp|A2AKG8|FOCAD_MOUSE	A2AKG8	FOCAD_MOUSE	Focad	1798	4.80	Mus musculus OX=10090	Focadhesin 	1:Experimental evidence at protein level	1.0000	0.9988	1	1	1	1	1	1	     0	     0	     0			
37	a	sp|A2ALS5|RPGP1_MOUSE	A2ALS5	RPGP1_MOUSE	Rap1gap	663	22.80	Mus musculus OX=10090	Rap1 GTPase-activating protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	6	6	6	     0	     0	     0	3C(57.0215)		
38	a	sp|A2AN08|UBR4_MOUSE	A2AN08	UBR4_MOUSE	Ubr4	5180	9.20	Mus musculus OX=10090	E3 ubiquitin-protein ligase UBR4 	1:Experimental evidence at protein level	1.0000	0.9990	14	14	14	19	19	19	     0	     0	     0	11M(15.9949), 17M(15.9949), 1M(15.9949), 3M(15.9949), 6M(15.9949)		
39	a	sp|A2AP18|PLCH2_MOUSE	A2AP18	PLCH2_MOUSE	Plch2	1501	5.40	Mus musculus OX=10090	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-2 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
40	a	sp|A2AQ25|SKT_MOUSE	A2AQ25	SKT_MOUSE	Skt	1946	9.10	Mus musculus OX=10090	Sickle tail protein 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	5	5	5	     0	     0	     0	1M(15.9949), 2M(15.9949), 8M(15.9949)		
43	a	sp|A2ASQ1|AGRIN_MOUSE	A2ASQ1	AGRIN_MOUSE	Agrn	1950	5.50	Mus musculus OX=10090	Agrin 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
44	a	sp|A2ASZ8|SCMC2_MOUSE	A2ASZ8	SCMC2_MOUSE	Slc25a25	469	22.20	Mus musculus OX=10090	Calcium-binding mitochondrial carrier protein SCaMC-2 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	7	7	7	     0	     0	     0	15M(15.9949), 1M(15.9949), 7M(15.9949)		
45	a	sp|A2AWA9|RBGP1_MOUSE	A2AWA9	RBGP1_MOUSE	Rabgap1	1064	9.60	Mus musculus OX=10090	Rab GTPase-activating protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0	13K(54.0474)		
46	a	sp|A2RT62|FXL16_MOUSE	A2RT62	FXL16_MOUSE	Fbxl16	479	22.80	Mus musculus OX=10090	F-box/LRR-repeat protein 16 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	18	18	18	     0	     0	     0	11M(15.9949), 12M(15.9949), 15M(15.9949)		
47	a	sp|A6H5Z3|EXC6B_MOUSE	A6H5Z3	EXC6B_MOUSE	Exoc6b	810	7.00	Mus musculus OX=10090	Exocyst complex component 6B 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
48	a	sp|B0V2N1|PTPRS_MOUSE	B0V2N1	PTPRS_MOUSE	Ptprs	1907	13.50	Mus musculus OX=10090	Receptor-type tyrosine-protein phosphatase S 	1:Experimental evidence at protein level	1.0000	0.9990	10	5	5	14	7	7	     0	     0	     0	13M(15.9949), 14M(15.9949), 2M(15.9949)		
51	a	sp|B1AZP2|DLGP4_MOUSE	B1AZP2	DLGP4_MOUSE	Dlgap4	992	8.60	Mus musculus OX=10090	Disks large-associated protein 4 	1:Experimental evidence at protein level	1.0000	0.9990	5	4	5	7	5	7	     0	     0	     0	12M(15.9949), 8M(15.9949)		
52	a	sp|B2RXC1|TPC11_MOUSE	B2RXC1	TPC11_MOUSE	Trappc11	1133	4.40	Mus musculus OX=10090	Trafficking protein particle complex subunit 11 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	     0	     0	     0			
54	a	sp|B9EJ80|PDZD8_MOUSE	B9EJ80	PDZD8_MOUSE	Pdzd8	1147	4.50	Mus musculus OX=10090	PDZ domain-containing protein 8 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
55	a	sp|B9EJ86|OSBL8_MOUSE	B9EJ86	OSBL8_MOUSE	Osbpl8	889	16.50	Mus musculus OX=10090	Oxysterol-binding protein-related protein 8 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	5	5	5	     0	     0	     0			
56	a	sp|B9EJA2|CTTB2_MOUSE	B9EJA2	CTTB2_MOUSE	Cttnbp2	1648	10.60	Mus musculus OX=10090	Cortactin-binding protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	6	6	6	     0	     0	     0	1M(15.9949), 6M(15.9949)		
57	a	sp|B9EKR1|PTPRZ_MOUSE	B9EKR1	PTPRZ_MOUSE	Ptprz1	2312	7.40	Mus musculus OX=10090	Receptor-type tyrosine-protein phosphatase zeta 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	11	11	11	     0	     0	     0	5M(15.9949), 9C(57.0215)		
58	a	sp|D3YVF0|AKAP5_MOUSE	D3YVF0	AKAP5_MOUSE	Akap5	745	36.60	Mus musculus OX=10090	A-kinase anchor protein 5 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
59	a	sp|D3YWQ0|DGKI_MOUSE	D3YWQ0	DGKI_MOUSE	Dgki	1071	11.30	Mus musculus OX=10090	Diacylglycerol kinase iota 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
61	a	sp|D3YZI9|PGBD5_MOUSE	D3YZI9	PGBD5_MOUSE	Pgbd5	523	13.60	Mus musculus OX=10090	PiggyBac transposable element-derived protein 5 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	5	5	5	     0	     0	     0	8M(15.9949)		
62	a	sp|D3YZP9|CCDC6_MOUSE	D3YZP9	CCDC6_MOUSE	Ccdc6	469	17.10	Mus musculus OX=10090	Coiled-coil domain-containing protein 6 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
63	a	sp|D3YZU1|SHAN1_MOUSE	D3YZU1	SHAN1_MOUSE	Shank1	2167	8.40	Mus musculus OX=10090	SH3 and multiple ankyrin repeat domains protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	8	7	7	10	9	9	     0	     0	     0	6M(15.9949)		
64	a	sp|E9PUL5|PRRT2_MOUSE	E9PUL5	PRRT2_MOUSE	Prrt2	346	31.50	Mus musculus OX=10090	Proline-rich transmembrane protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	7	7	7	     0	     0	     0			
65	a	sp|E9PVA8|GCN1_MOUSE	E9PVA8	GCN1_MOUSE	Gcn1	2671	6.00	Mus musculus OX=10090	eIF-2-alpha kinase activator GCN1 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	9	9	9	     0	     0	     0	2M(15.9949)		
67	a	sp|E9Q3L2|PI4KA_MOUSE	E9Q3L2	PI4KA_MOUSE	Pi4ka	2105	24.10	Mus musculus OX=10090	Phosphatidylinositol 4-kinase alpha 	1:Experimental evidence at protein level	1.0000	0.9990	19	19	19	28	28	28	     0	     0	     0	5M(15.9949), 7M(15.9949), 8M(15.9949), 9M(15.9949)		
68	a	sp|E9Q401|RYR2_MOUSE	E9Q401	RYR2_MOUSE	Ryr2	4966	20.40	Mus musculus OX=10090	Ryanodine receptor 2 	1:Experimental evidence at protein level	1.0000	0.9990	28	24	28	44	38	44	     0	     0	     0	10M(15.9949), 11M(15.9949), 1M(15.9949), 2M(15.9949), 3M(15.9949), 4M(15.9949), 5M(15.9949), 6M(15.9949), 8M(15.9949)		
69	a	sp|E9Q4P1|WDFY1_MOUSE	E9Q4P1	WDFY1_MOUSE	Wdfy1	410	11.00	Mus musculus OX=10090	WD repeat and FYVE domain-containing protein 1 	1:Experimental evidence at protein level	1.0000	0.9987	3	3	3	3	3	3	     0	     0	     0	5C(57.0215), 6M(15.9949)		
72	a	sp|E9Q7X7|NRX2A_MOUSE	E9Q7X7	NRX2A_MOUSE	Nrxn2	1710	5.70	Mus musculus OX=10090	Neurexin-2 	1:Experimental evidence at protein level	1.0000	0.9990	2	1	1	3	2	2	     0	     0	     0	11M(15.9949), 13M(15.9949)		
73	a	sp|E9Q8I9|FRY_MOUSE	E9Q8I9	FRY_MOUSE	Fry	3020	9.40	Mus musculus OX=10090	Protein furry homolog 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	12	12	12	     0	     0	     0	1M(15.9949), 4M(15.9949), 6M(15.9949)		
74	a	sp|F6SEU4|SYGP1_MOUSE	F6SEU4	SYGP1_MOUSE	Syngap1	1340	42.60	Mus musculus OX=10090	Ras/Rap GTPase-activating protein SynGAP 	1:Experimental evidence at protein level	1.0000	0.9990	32	31	32	60	57	60	     0	     0	     0	10M(15.9949), 11M(15.9949), 12M(15.9949), 14M(15.9949), 1M(15.9949), 2M(15.9949), 3C(57.0215), 3M(15.9949), 4M(15.9949), 5M(15.9949), 6C(57.0215), 6M(15.9949), 8M(15.9949), 9C(57.0215), 9M(15.9949)		
75	a	sp|F6ZDS4|TPR_MOUSE	F6ZDS4	TPR_MOUSE	Tpr	2431	14.10	Mus musculus OX=10090	Nucleoprotein TPR 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	10	15	15	15	     0	     0	     0	4M(15.9949), 8M(15.9949)		
76	a	sp|F8VPU2|FARP1_MOUSE	F8VPU2	FARP1_MOUSE	Farp1	1048	13.10	Mus musculus OX=10090	FERM, ARHGEF and pleckstrin domain-containing protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	     0	     0	     0	4M(15.9949), 5M(15.9949), N-term(42.0106)		
77	a	sp|G3X9C2|FBX50_MOUSE	G3X9C2	FBX50_MOUSE	Nccrp1	266	18.00	Mus musculus OX=10090	F-box only protein 50 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	4	4	4	     0	     0	     0			
78	a	sp|G3X9K3|BIG1_MOUSE	G3X9K3	BIG1_MOUSE	Arfgef1	1846	6.40	Mus musculus OX=10090	Brefeldin A-inhibited guanine nucleotide-exchange protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	1	1	3	1	1	     0	     0	     0	13M(15.9949)		
79	a	sp|G5E829|AT2B1_MOUSE	G5E829	AT2B1_MOUSE	Atp2b1	1220	48.30	Mus musculus OX=10090	Plasma membrane calcium-transporting ATPase 1 	1:Experimental evidence at protein level	1.0000	0.9990	43	21	26	173	55	102	     0	     0	     0	10M(15.9949), 12C(57.0215), 15M(15.9949), 1M(15.9949), 3M(15.9949), 6M(15.9949), 7M(15.9949), 9M(15.9949)		
80	a	sp|G5E8K5|ANK3_MOUSE	G5E8K5	ANK3_MOUSE	Ank3	1961	26.30	Mus musculus OX=10090	Ankyrin-3 	1:Experimental evidence at protein level	1.0000	0.9990	17	11	12	38	25	26	     0	     0	     0	25M(15.9949), 4M(15.9949), 7M(15.9949)		
81	a	sp|O08529|CAN2_MOUSE	O08529	CAN2_MOUSE	Capn2	700	12.40	Mus musculus OX=10090	Calpain-2 catalytic subunit 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	5	5	5	     0	     0	     0			
82	a	sp|O08530|S1PR1_MOUSE	O08530	S1PR1_MOUSE	S1pr1	382	8.90	Mus musculus OX=10090	Sphingosine 1-phosphate receptor 1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	5	5	5	     0	     0	     0	7M(15.9949)		
83	a	sp|O08532|CA2D1_MOUSE	O08532	CA2D1_MOUSE	Cacna2d1	1103	19.10	Mus musculus OX=10090	Voltage-dependent calcium channel subunit alpha-2/delta-1 	1:Experimental evidence at protein level	1.0000	0.9990	11	10	11	21	19	21	     0	     0	     0	11M(15.9949), 3M(15.9949), 7C(57.0215)		
84	a	sp|O08547|SC22B_MOUSE	O08547	SC22B_MOUSE	Sec22b	215	41.90	Mus musculus OX=10090	Vesicle-trafficking protein SEC22b 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	10	10	10	     0	     0	     0	11M(15.9949), 2M(15.9949)		
85	a	sp|O08553|DPYL2_MOUSE	O08553	DPYL2_MOUSE	Dpysl2	572	81.30	Mus musculus OX=10090	Dihydropyrimidinase-related protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	54	43	54	296	239	296	     0	     0	     0	10C(57.0215), 11M(15.9949), 13C(57.0215), 14M(15.9949), 16C(57.0215), 1M(15.9949), 3M(15.9949), 4C(57.0215), 6K(54.0474), 6M(15.9949), 7M(15.9949), 8C(57.0215), 8M(15.9949), 9M(15.9949)		
86	a	sp|O08576|RUN3A_MOUSE	O08576	RUN3A_MOUSE	Rundc3a	446	11.40	Mus musculus OX=10090	RUN domain-containing protein 3A 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0	1M(15.9949)		
87	a	sp|O08582|GTPB1_MOUSE	O08582	GTPB1_MOUSE	Gtpbp1	668	7.20	Mus musculus OX=10090	GTP-binding protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	2	2	2	     0	     0	     0			
88	a	sp|O08585|CLCA_MOUSE	O08585	CLCA_MOUSE	Clta	235	55.30	Mus musculus OX=10090	Clathrin light chain A 	1:Experimental evidence at protein level	1.0000	0.9990	7	6	7	18	17	18	     0	     0	     0			
89	a	sp|O08600|NUCG_MOUSE	O08600	NUCG_MOUSE	Endog	294	17.00	Mus musculus OX=10090	Endonuclease G, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9986	2	2	2	2	2	2	     0	     0	     0	4M(15.9949)		
90	a	sp|O08638|MYH11_MOUSE	O08638	MYH11_MOUSE	Myh11	1972	25.40	Mus musculus OX=10090	Myosin-11 	1:Experimental evidence at protein level	1.0000	0.9990	10	0	0	16	0	0	     0	     0	     0			
92	a	sp|O08688|CAN5_MOUSE	O08688	CAN5_MOUSE	Capn5	640	6.10	Mus musculus OX=10090	Calpain-5 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
93	a	sp|O08709|PRDX6_MOUSE	O08709	PRDX6_MOUSE	Prdx6	224	73.20	Mus musculus OX=10090	Peroxiredoxin-6 	1:Experimental evidence at protein level	1.0000	0.9990	11	11	11	18	18	18	     0	     0	     0	5M(15.9949), 6C(57.0215)		
94	a	sp|O08749|DLDH_MOUSE	O08749	DLDH_MOUSE	Dld	509	53.80	Mus musculus OX=10090	Dihydrolipoyl dehydrogenase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	19	19	19	42	42	42	     0	     0	     0	13C(57.0215), 15M(15.9949), 21M(15.9949), 8C(57.0215)		
95	a	sp|O08756|HCD2_MOUSE	O08756	HCD2_MOUSE	Hsd17b10	261	43.70	Mus musculus OX=10090	3-hydroxyacyl-CoA dehydrogenase type-2 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	11	11	11	     0	     0	     0	6M(15.9949)		
96	a	sp|O08759|UBE3A_MOUSE	O08759	UBE3A_MOUSE	Ube3a	870	17.40	Mus musculus OX=10090	Ubiquitin-protein ligase E3A 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	6	6	6	     0	     0	     0	1M(15.9949), 2M(15.9949), 3M(15.9949), 6M(15.9949)		
97	a	sp|O08810|U5S1_MOUSE	O08810	U5S1_MOUSE	Eftud2	971	19.60	Mus musculus OX=10090	116 kDa U5 small nuclear ribonucleoprotein component 	1:Experimental evidence at protein level	1.0000	0.9990	7	6	6	9	7	7	     0	     0	     0	8M(15.9949)		
98	a	sp|O08848|RO60_MOUSE	O08848	RO60_MOUSE	RO60	538	6.10	Mus musculus OX=10090	60 kDa SS-A/Ro ribonucleoprotein 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	2	2	2	     0	     0	     0			
99	a	sp|O08914|FAAH1_MOUSE	O08914	FAAH1_MOUSE	Faah	579	22.80	Mus musculus OX=10090	Fatty-acid amide hydrolase 1 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	13	13	13	     0	     0	     0	11M(15.9949), 16M(15.9949), 2M(15.9949)		
100	a	sp|O08917|FLOT1_MOUSE	O08917	FLOT1_MOUSE	Flot1	428	52.60	Mus musculus OX=10090	Flotillin-1 	1:Experimental evidence at protein level	1.0000	0.9990	14	14	14	19	19	19	     0	     0	     0	11M(15.9949), 3M(15.9949), 5M(15.9949), 6M(15.9949), 9M(15.9949)		
101	a	sp|O08919|NUMBL_MOUSE	O08919	NUMBL_MOUSE	Numbl	604	11.30	Mus musculus OX=10090	Numb-like protein 	1:Experimental evidence at protein level	1.0000	0.9990	4	3	4	4	3	4	     0	     0	     0			
102	a	sp|O08989|RASM_MOUSE	O08989	RASM_MOUSE	Mras	208	15.40	Mus musculus OX=10090	Ras-related protein M-Ras 	1:Experimental evidence at protein level	1.0000	0.9986	1	1	1	1	1	1	     0	     0	     0			
103	a	sp|O09061|PSB1_MOUSE	O09061	PSB1_MOUSE	Psmb1	240	66.20	Mus musculus OX=10090	Proteasome subunit beta type-1 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	10	10	10	     0	     0	     0	10M(15.9949), 2M(15.9949), 8M(15.9949)		
104	a	sp|O09111|NDUBB_MOUSE	O09111	NDUBB_MOUSE	Ndufb11	151	32.50	Mus musculus OX=10090	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9988	1	1	1	1	1	1	     0	     0	     0			
105	a	sp|O09117|SYPL1_MOUSE	O09117	SYPL1_MOUSE	Sypl1	261	11.90	Mus musculus OX=10090	Synaptophysin-like protein 1 	1:Experimental evidence at protein level	1.0000	0.9986	1	1	1	1	1	1	     0	     0	     0			
106	a	sp|O09167|RL21_MOUSE	O09167	RL21_MOUSE	Rpl21	160	22.50	Mus musculus OX=10090	60S ribosomal protein L21 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
107	a	sp|O35098|DPYL4_MOUSE	O35098	DPYL4_MOUSE	Dpysl4	572	49.50	Mus musculus OX=10090	Dihydropyrimidinase-related protein 4 	1:Experimental evidence at protein level	1.0000	0.9990	9	8	8	32	31	31	     0	     0	     0	1M(15.9949)		
108	a	sp|O35129|PHB2_MOUSE	O35129	PHB2_MOUSE	Phb2	299	63.90	Mus musculus OX=10090	Prohibitin-2 	1:Experimental evidence at protein level	1.0000	0.9990	12	12	12	25	25	25	     0	     0	     0	13M(15.9949), 4M(15.9949)		
109	a	sp|O35136|NCAM2_MOUSE	O35136	NCAM2_MOUSE	Ncam2	837	29.50	Mus musculus OX=10090	Neural cell adhesion molecule 2 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	10	27	27	27	     0	     0	     0	13M(15.9949), 1M(15.9949), 2M(15.9949)		
110	a	sp|O35215|DOPD_MOUSE	O35215	DOPD_MOUSE	Ddt	118	26.30	Mus musculus OX=10090	D-dopachrome decarboxylase 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	2	2	2	     0	     0	     0			
111	a	sp|O35226|PSMD4_MOUSE	O35226	PSMD4_MOUSE	Psmd4	376	18.60	Mus musculus OX=10090	26S proteasome non-ATPase regulatory subunit 4 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
112	a	sp|O35239|PTN9_MOUSE	O35239	PTN9_MOUSE	Ptpn9	593	11.60	Mus musculus OX=10090	Tyrosine-protein phosphatase non-receptor type 9 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	4	4	4	     0	     0	     0	5M(15.9949)		
113	a	sp|O35250|EXOC7_MOUSE	O35250	EXOC7_MOUSE	Exoc7	697	22.10	Mus musculus OX=10090	Exocyst complex component 7 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	7	7	7	     0	     0	     0	2M(15.9949), 5M(15.9949), 8M(15.9949)		
114	a	sp|O35286|DHX15_MOUSE	O35286	DHX15_MOUSE	Dhx15	795	22.50	Mus musculus OX=10090	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	10	17	17	17	     0	     0	     0	3M(15.9949), 5M(15.9949), 8M(15.9949)		
115	a	sp|O35295|PURB_MOUSE	O35295	PURB_MOUSE	Purb	324	44.10	Mus musculus OX=10090	Transcriptional activator protein Pur-beta 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	11	11	11	     0	     0	     0	5M(15.9949)		
116	a	sp|O35345|IMA7_MOUSE	O35345	IMA7_MOUSE	Kpna6	536	11.40	Mus musculus OX=10090	Importin subunit alpha-7 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	     0	     0	     0			
117	a	sp|O35350|CAN1_MOUSE	O35350	CAN1_MOUSE	Capn1	713	18.50	Mus musculus OX=10090	Calpain-1 catalytic subunit 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	4	4	4	     0	     0	     0			
118	a	sp|O35405|PLD3_MOUSE	O35405	PLD3_MOUSE	Pld3	488	9.60	Mus musculus OX=10090	5'-3' exonuclease PLD3 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0			
120	a	sp|O35459|ECH1_MOUSE	O35459	ECH1_MOUSE	Ech1	327	15.90	Mus musculus OX=10090	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	4	4	4	     0	     0	     0	1M(15.9949), 2M(15.9949), 4M(15.9949)		
121	a	sp|O35465|FKBP8_MOUSE	O35465	FKBP8_MOUSE	Fkbp8	402	13.70	Mus musculus OX=10090	Peptidyl-prolyl cis-trans isomerase FKBP8 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	4	4	4	     0	     0	     0			
