Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|O00461|GOLI4_HUMAN	O00461	GOLI4_HUMAN	GOLIM4	696	Homo sapiens OX=9606	Golgi integral membrane protein 4 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	12929.889	12929.889	12929.889	10M(15.9949)		
sp|O00515|LAD1_HUMAN	O00515	LAD1_HUMAN	LAD1	517	Homo sapiens OX=9606	Ladinin-1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	4	4	4	62958.406	62958.406	62958.406	1K(54.0474)		
sp|O00534|VMA5A_HUMAN	O00534	VMA5A_HUMAN	VWA5A	786	Homo sapiens OX=9606	von Willebrand factor A domain-containing protein 5A 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	9	9	9	14497.867	14497.867	14497.867	4M(15.9949), 8M(15.9949)		
sp|O00541|PESC_HUMAN	O00541	PESC_HUMAN	PES1	588	Homo sapiens OX=9606	Pescadillo homolog 	1:Experimental evidence at protein level	1.0000	0.9987	4	4	4	5	5	5	55786.91	55786.91	55786.91			
sp|O00567|NOP56_HUMAN	O00567	NOP56_HUMAN	NOP56	594	Homo sapiens OX=9606	Nucleolar protein 56 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	8	8	8	133518.75	133518.75	133518.75	9C(57.0214)		
sp|O00571|DDX3X_HUMAN	O00571	DDX3X_HUMAN	DDX3X	662	Homo sapiens OX=9606	ATP-dependent RNA helicase DDX3X 	1:Experimental evidence at protein level	1.0000	0.9990	8	3	8	15	5	15	127431.37	70676.81	127431.37	7M(15.9949)		
sp|O00748|EST2_HUMAN	O00748	EST2_HUMAN	CES2	559	Homo sapiens OX=9606	Cocaine esterase 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	119353.66	119353.66	119353.66			
sp|O00764|PDXK_HUMAN	O00764	PDXK_HUMAN	PDXK	312	Homo sapiens OX=9606	Pyridoxal kinase 	1:Experimental evidence at protein level	1.0000	0.9989	1	1	1	1	1	1	7829.395	7829.395	7829.395			
sp|O14579|COPE_HUMAN	O14579	COPE_HUMAN	COPE	308	Homo sapiens OX=9606	Coatomer subunit epsilon 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	0	0	0			
sp|O14602|IF1AY_HUMAN	O14602	IF1AY_HUMAN	EIF1AY	144	Homo sapiens OX=9606	Eukaryotic translation initiation factor 1A, Y-chromosomal 	1:Experimental evidence at protein level	1.0000	0.9990	2	0	2	4	0	4	45906.055	0	45906.055			sp|P47813|IF1AX_HUMAN
sp|O14744|ANM5_HUMAN	O14744	ANM5_HUMAN	PRMT5	637	Homo sapiens OX=9606	Protein arginine N-methyltransferase 5 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	31347.045	31347.045	31347.045	3M(15.9949), N-term(42.0106)		
sp|O14818|PSA7_HUMAN	O14818	PSA7_HUMAN	PSMA7	248	Homo sapiens OX=9606	Proteasome subunit alpha type-7 	1:Experimental evidence at protein level	1.0000	0.9990	4	2	4	7	3	7	134057.7	64045.844	134057.7			
sp|O14828|SCAM3_HUMAN	O14828	SCAM3_HUMAN	SCAMP3	347	Homo sapiens OX=9606	Secretory carrier-associated membrane protein 3 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	3	3	3	26161.926	26161.926	26161.926			
sp|O14950|ML12B_HUMAN	O14950	ML12B_HUMAN	MYL12B	172	Homo sapiens OX=9606	Myosin regulatory light chain 12B 	1:Experimental evidence at protein level	1.0000	0.9990	3	0	3	10	0	10	200182.92	0	200182.92	5M(15.9949),6M(15.9949)		sp|P19105|ML12A_HUMAN
sp|O14974|MYPT1_HUMAN	O14974	MYPT1_HUMAN	PPP1R12A	1030	Homo sapiens OX=9606	Protein phosphatase 1 regulatory subunit 12A 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	7535.5996	7535.5996	7535.5996			
sp|O14980|XPO1_HUMAN	O14980	XPO1_HUMAN	XPO1	1071	Homo sapiens OX=9606	Exportin-1 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	6	6	6	71893.1	71893.1	71893.1	2M(15.9949),1M(15.9949)		
sp|O15027|SC16A_HUMAN	O15027	SC16A_HUMAN	SEC16A	2357	Homo sapiens OX=9606	Protein transport protein Sec16A 	1:Experimental evidence at protein level	1.0000	0.9979	1	1	1	1	1	1	7596.5376	7596.5376	7596.5376			
sp|O15127|SCAM2_HUMAN	O15127	SCAM2_HUMAN	SCAMP2	329	Homo sapiens OX=9606	Secretory carrier-associated membrane protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	4	4	4	57278.062	57278.062	57278.062			
sp|O15143|ARC1B_HUMAN	O15143	ARC1B_HUMAN	ARPC1B	372	Homo sapiens OX=9606	Actin-related protein 2/3 complex subunit 1B 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	14	14	14	53275.75	53275.75	53275.75			
sp|O15144|ARPC2_HUMAN	O15144	ARPC2_HUMAN	ARPC2	300	Homo sapiens OX=9606	Actin-related protein 2/3 complex subunit 2 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	13	13	13	154449.4	154449.4	154449.4	3M(15.9949),9M(15.9949),1M(15.9949)		
sp|O15260|SURF4_HUMAN	O15260	SURF4_HUMAN	SURF4	269	Homo sapiens OX=9606	Surfeit locus protein 4 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	4	4	4	292173.6	292173.6	292173.6	2M(15.9949), 9M(15.9949)		
sp|O15264|MK13_HUMAN	O15264	MK13_HUMAN	MAPK13	365	Homo sapiens OX=9606	Mitogen-activated protein kinase 13 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	4	4	4	56290.117	56290.117	56290.117	6M(15.9949)		
sp|O15305|PMM2_HUMAN	O15305	PMM2_HUMAN	PMM2	246	Homo sapiens OX=9606	Phosphomannomutase 2 	1:Experimental evidence at protein level	1.0000	0.9990	2	1	2	2	1	2	39116.156	28037.807	39116.156			
sp|O15355|PPM1G_HUMAN	O15355	PPM1G_HUMAN	PPM1G	546	Homo sapiens OX=9606	Protein phosphatase 1G 	1:Experimental evidence at protein level	1.0000	0.9984	1	1	1	1	1	1	13952.394	13952.394	13952.394			
sp|O15372|EIF3H_HUMAN	O15372	EIF3H_HUMAN	EIF3H	352	Homo sapiens OX=9606	Eukaryotic translation initiation factor 3 subunit H 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	24810.797	24810.797	24810.797			
sp|O15511|ARPC5_HUMAN	O15511	ARPC5_HUMAN	ARPC5	151	Homo sapiens OX=9606	Actin-related protein 2/3 complex subunit 5 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	4	4	4	105163.06	105163.06	105163.06	4M(15.9949)		
sp|O15533|TPSN_HUMAN	O15533	TPSN_HUMAN	TAPBP	448	Homo sapiens OX=9606	Tapasin 	1:Experimental evidence at protein level	1.0000	0.9988	2	2	2	2	2	2	84391.84	84391.84	84391.84	4M(15.9949)		
sp|O15551|CLD3_HUMAN	O15551	CLD3_HUMAN	CLDN3	220	Homo sapiens OX=9606	Claudin-3 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	71621.016	71621.016	71621.016			
sp|O43143|DHX15_HUMAN	O43143	DHX15_HUMAN	DHX15	795	Homo sapiens OX=9606	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	5	5	5	64637.465	64637.465	64637.465	3M(15.9949)		
sp|O43242|PSMD3_HUMAN	O43242	PSMD3_HUMAN	PSMD3	534	Homo sapiens OX=9606	26S proteasome non-ATPase regulatory subunit 3 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	11	11	11	90827.4	90827.4	90827.4	2M(15.9949)		
sp|O43390|HNRPR_HUMAN	O43390	HNRPR_HUMAN	HNRNPR	633	Homo sapiens OX=9606	Heterogeneous nuclear ribonucleoprotein R 	1:Experimental evidence at protein level	1.0000	0.9990	7	3	7	17	6	17	327267.62	156827.94	327267.62	10M(15.9949),2M(15.9949), 3M(15.9949)		
sp|O43399|TPD54_HUMAN	O43399	TPD54_HUMAN	TPD52L2	206	Homo sapiens OX=9606	Tumor protein D54 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	9	9	9	44045.684	44045.684	44045.684			
sp|O43488|ARK72_HUMAN	O43488	ARK72_HUMAN	AKR7A2	359	Homo sapiens OX=9606	Aflatoxin B1 aldehyde reductase member 2 	1:Experimental evidence at protein level	1.0000	0.9990	4	3	4	8	5	8	126046.37	110420.266	126046.37	2M(15.9949),1M(15.9949),10M(15.9949), 8M(15.9949)		
sp|O43491|E41L2_HUMAN	O43491	E41L2_HUMAN	EPB41L2	1005	Homo sapiens OX=9606	Band 4.1-like protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	11	10	11	21	20	21	212281.33	212281.33	212281.33	3M(15.9949),N-term(42.0106),N-term(42.0106),3M(15.9949)		
sp|O43583|DENR_HUMAN	O43583	DENR_HUMAN	DENR	198	Homo sapiens OX=9606	Density-regulated protein 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	37521.2	37521.2	37521.2			
sp|O43684|BUB3_HUMAN	O43684	BUB3_HUMAN	BUB3	328	Homo sapiens OX=9606	Mitotic checkpoint protein BUB3 	1:Experimental evidence at protein level	1.0000	0.9986	1	1	1	1	1	1	26689.838	26689.838	26689.838			
sp|O43707|ACTN4_HUMAN	O43707	ACTN4_HUMAN	ACTN4	911	Homo sapiens OX=9606	Alpha-actinin-4 	1:Experimental evidence at protein level	1.0000	0.9990	17	10	17	45	24	45	949017.3	881518.0	949017.3	8M(15.9949),8M(15.9949),6M(15.9949),7M(15.9949)		
sp|O43747|AP1G1_HUMAN	O43747	AP1G1_HUMAN	AP1G1	822	Homo sapiens OX=9606	AP-1 complex subunit gamma-1 	1:Experimental evidence at protein level	1.0000	0.9984	3	2	3	7	6	7	84582.75	61662.04	84582.75	8M(15.9949)		
sp|O43760|SNG2_HUMAN	O43760	SNG2_HUMAN	SYNGR2	224	Homo sapiens OX=9606	Synaptogyrin-2 	1:Experimental evidence at protein level	1.0000	0.9972	4	2	4	8	2	8	97352.07	34734.484	97352.07	2M(15.9949), 4C(57.0214)		
sp|O43795|MYO1B_HUMAN	O43795	MYO1B_HUMAN	MYO1B	1136	Homo sapiens OX=9606	Unconventional myosin-Ib 	1:Experimental evidence at protein level	1.0000	0.9988	3	3	3	3	3	3	34651.992	34651.992	34651.992			
sp|O43818|U3IP2_HUMAN	O43818	U3IP2_HUMAN	RRP9	475	Homo sapiens OX=9606	U3 small nucleolar RNA-interacting protein 2 	1:Experimental evidence at protein level	1.0000	0.9984	1	1	1	5	5	5	26560.553	26560.553	26560.553			
sp|O43837|IDH3B_HUMAN	O43837	IDH3B_HUMAN	IDH3B	385	Homo sapiens OX=9606	Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	2	2	2	23221.63	23221.63	23221.63	6M(15.9949)		
sp|O60264|SMCA5_HUMAN	O60264	SMCA5_HUMAN	SMARCA5	1052	Homo sapiens OX=9606	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 	1:Experimental evidence at protein level	1.0000	0.9988	4	1	4	6	1	6	89773.19	28525.398	89773.19	7M(15.9949)		
sp|O60313|OPA1_HUMAN	O60313	OPA1_HUMAN	OPA1	960	Homo sapiens OX=9606	Dynamin-like 120 kDa protein, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	54661.11	54661.11	54661.11	1M(15.9949)		
sp|O60506|HNRPQ_HUMAN	O60506	HNRPQ_HUMAN	SYNCRIP	623	Homo sapiens OX=9606	Heterogeneous nuclear ribonucleoprotein Q 	1:Experimental evidence at protein level	1.0000	0.9990	6	2	2	14	3	3	277849.38	63913.79	63913.79	2M(15.9949), 3M(15.9949)		
sp|O60547|GMDS_HUMAN	O60547	GMDS_HUMAN	GMDS	372	Homo sapiens OX=9606	GDP-mannose 4,6 dehydratase 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	8	8	8	76554.67	76554.67	76554.67			
sp|O60568|PLOD3_HUMAN	O60568	PLOD3_HUMAN	PLOD3	738	Homo sapiens OX=9606	Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	26743.453	26743.453	26743.453	3M(15.9949)		
sp|O60664|PLIN3_HUMAN	O60664	PLIN3_HUMAN	PLIN3	434	Homo sapiens OX=9606	Perilipin-3 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	4	4	4	73535.71	73535.71	73535.71	11M(15.9949),7M(15.9949)		
sp|O60701|UGDH_HUMAN	O60701	UGDH_HUMAN	UGDH	494	Homo sapiens OX=9606	UDP-glucose 6-dehydrogenase 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	8	8	8	264493.75	264493.75	264493.75			
sp|O60716|CTND1_HUMAN	O60716	CTND1_HUMAN	CTNND1	968	Homo sapiens OX=9606	Catenin delta-1 	1:Experimental evidence at protein level	1.0000	0.9989	4	4	4	5	5	5	131003.58	131003.58	131003.58			
sp|O60763|USO1_HUMAN	O60763	USO1_HUMAN	USO1	962	Homo sapiens OX=9606	General vesicular transport factor p115 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	10	10	10	69423.42	69423.42	69423.42			
sp|O60832|DKC1_HUMAN	O60832	DKC1_HUMAN	DKC1	514	Homo sapiens OX=9606	H/ACA ribonucleoprotein complex subunit DKC1 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	11	11	11	60335.06	60335.06	60335.06			
sp|O75083|WDR1_HUMAN	O75083	WDR1_HUMAN	WDR1	606	Homo sapiens OX=9606	WD repeat-containing protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	19	19	19	278793.88	278793.88	278793.88	5M(15.9949)		
sp|O75116|ROCK2_HUMAN	O75116	ROCK2_HUMAN	ROCK2	1388	Homo sapiens OX=9606	Rho-associated protein kinase 2 	1:Experimental evidence at protein level	1.0000	0.9982	1	0	1	1	0	1	7038.432	0	7038.432			
sp|O75131|CPNE3_HUMAN	O75131	CPNE3_HUMAN	CPNE3	537	Homo sapiens OX=9606	Copine-3 	1:Experimental evidence at protein level	1.0000	0.9976	1	1	1	2	2	2	16379.167	16379.167	16379.167			
sp|O75223|GGCT_HUMAN	O75223	GGCT_HUMAN	GGCT	188	Homo sapiens OX=9606	Gamma-glutamylcyclotransferase 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	2	2	2	35444.473	35444.473	35444.473			
sp|O75347|TBCA_HUMAN	O75347	TBCA_HUMAN	TBCA	108	Homo sapiens OX=9606	Tubulin-specific chaperone A 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	17271.594	17271.594	17271.594			
sp|O75367|H2AY_HUMAN	O75367	H2AY_HUMAN	MACROH2A1	372	Homo sapiens OX=9606	Core histone macro-H2A.1 	1:Experimental evidence at protein level	1.0000	0.9990	5	4	5	8	7	8	328087.0	176069.88	328087.0			
sp|O75369|FLNB_HUMAN	O75369	FLNB_HUMAN	FLNB	2602	Homo sapiens OX=9606	Filamin-B 	1:Experimental evidence at protein level	1.0000	0.9990	29	26	26	51	46	46	383039.47	383039.47	383039.47	6M(15.9949),13M(15.9949),7C(57.0214),10M(15.9949),11M(15.9949),11M(15.9949),9M(15.9949),5M(15.9949),6C(57.0214)		
sp|O75390|CISY_HUMAN	O75390	CISY_HUMAN	CS	466	Homo sapiens OX=9606	Citrate synthase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	14	14	14	223370.98	223370.98	223370.98			
sp|O75396|SC22B_HUMAN	O75396	SC22B_HUMAN	SEC22B	215	Homo sapiens OX=9606	Vesicle-trafficking protein SEC22b 	1:Experimental evidence at protein level	1.0000	0.9989	3	3	3	4	4	4	88579.75	88579.75	88579.75	5M(15.9949)		
sp|O75400|PR40A_HUMAN	O75400	PR40A_HUMAN	PRPF40A	957	Homo sapiens OX=9606	Pre-mRNA-processing factor 40 homolog A 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	29998.768	29998.768	29998.768			
sp|O75439|MPPB_HUMAN	O75439	MPPB_HUMAN	PMPCB	489	Homo sapiens OX=9606	Mitochondrial-processing peptidase subunit beta 	1:Experimental evidence at protein level	1.0000	0.9989	3	2	2	5	4	4	93068.26	50369.734	50369.734			
sp|O75533|SF3B1_HUMAN	O75533	SF3B1_HUMAN	SF3B1	1304	Homo sapiens OX=9606	Splicing factor 3B subunit 1 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	16	16	16	86428.18	86428.18	86428.18	2M(15.9949),8M(15.9949),9M(15.9949)		
sp|O75608|LYPA1_HUMAN	O75608	LYPA1_HUMAN	LYPLA1	230	Homo sapiens OX=9606	Acyl-protein thioesterase 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	60117.51	60117.51	60117.51			
sp|O75643|U520_HUMAN	O75643	U520_HUMAN	SNRNP200	2136	Homo sapiens OX=9606	U5 small nuclear ribonucleoprotein 200 kDa helicase 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	10	10	10	90325.625	90325.625	90325.625	1M(15.9949),4M(15.9949),7M(15.9949)		
sp|O75822|EIF3J_HUMAN	O75822	EIF3J_HUMAN	EIF3J	258	Homo sapiens OX=9606	Eukaryotic translation initiation factor 3 subunit J 	1:Experimental evidence at protein level	1.0000	0.9986	2	2	2	4	4	4	34993.56	34993.56	34993.56			
sp|O75874|IDHC_HUMAN	O75874	IDHC_HUMAN	IDH1	414	Homo sapiens OX=9606	Isocitrate dehydrogenase [NADP] cytoplasmic 	1:Experimental evidence at protein level	1.0000	0.9990	7	6	6	26	25	25	511724.5	511724.5	511724.5	14M(15.9949), 9M(15.9949),10M(15.9949), 5M(15.9949)		
sp|O75947|ATP5H_HUMAN	O75947	ATP5H_HUMAN	ATP5PD	161	Homo sapiens OX=9606	ATP synthase subunit d, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9978	2	2	2	2	2	2	63775.207	63775.207	63775.207	8M(15.9949)		
sp|O75955|FLOT1_HUMAN	O75955	FLOT1_HUMAN	FLOT1	427	Homo sapiens OX=9606	Flotillin-1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	4	4	4	84723.17	84723.17	84723.17	11M(15.9949)		
sp|O76013|KRT36_HUMAN	O76013	KRT36_HUMAN	KRT36	467	Homo sapiens OX=9606	Keratin, type I cuticular Ha6 	1:Experimental evidence at protein level	1.0000	0.9990	5	2	4	18	4	11	4083704.0	91814.18	266941.5	3M(15.9949)		
sp|O76094|SRP72_HUMAN	O76094	SRP72_HUMAN	SRP72	671	Homo sapiens OX=9606	Signal recognition particle subunit SRP72 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	3	3	3	4197.1636	4197.1636	4197.1636			
sp|O94760|DDAH1_HUMAN	O94760	DDAH1_HUMAN	DDAH1	285	Homo sapiens OX=9606	N(G),N(G)-dimethylarginine dimethylaminohydrolase 1 	1:Experimental evidence at protein level	1.0000	0.9990	6	5	6	14	13	14	181178.53	181178.53	181178.53	N-term(42.0106)		
sp|O94776|MTA2_HUMAN	O94776	MTA2_HUMAN	MTA2	668	Homo sapiens OX=9606	Metastasis-associated protein MTA2 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	33986.63	33986.63	33986.63			
sp|O94826|TOM70_HUMAN	O94826	TOM70_HUMAN	TOMM70	608	Homo sapiens OX=9606	Mitochondrial import receptor subunit TOM70 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	97594.81	97594.81	97594.81			
sp|O94832|MYO1D_HUMAN	O94832	MYO1D_HUMAN	MYO1D	1006	Homo sapiens OX=9606	Unconventional myosin-Id 	1:Experimental evidence at protein level	1.0000	0.9988	7	7	7	11	11	11	144799.75	144799.75	144799.75	2M(15.9949)		
sp|O94874|UFL1_HUMAN	O94874	UFL1_HUMAN	UFL1	794	Homo sapiens OX=9606	E3 UFM1-protein ligase 1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	11	11	11	72173.17	72173.17	72173.17	4M(15.9949)		
sp|O94905|ERLN2_HUMAN	O94905	ERLN2_HUMAN	ERLIN2	339	Homo sapiens OX=9606	Erlin-2 	1:Experimental evidence at protein level	1.0000	0.9990	1	0	1	1	0	1	39234.668	0	39234.668			
sp|O94906|PRP6_HUMAN	O94906	PRP6_HUMAN	PRPF6	941	Homo sapiens OX=9606	Pre-mRNA-processing factor 6 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	33671.492	33671.492	33671.492			
sp|O94973|AP2A2_HUMAN	O94973	AP2A2_HUMAN	AP2A2	939	Homo sapiens OX=9606	AP-2 complex subunit alpha-2 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	13939.215	13939.215	13939.215	8M(15.9949)		
sp|O94979|SC31A_HUMAN	O94979	SC31A_HUMAN	SEC31A	1220	Homo sapiens OX=9606	Protein transport protein Sec31A 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	5	5	5	26717.838	26717.838	26717.838			
sp|O95168|NDUB4_HUMAN	O95168	NDUB4_HUMAN	NDUFB4	129	Homo sapiens OX=9606	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4 	1:Experimental evidence at protein level	1.0000	0.9988	1	1	1	2	2	2	33016.92	33016.92	33016.92			
sp|O95197|RTN3_HUMAN	O95197	RTN3_HUMAN	RTN3	1032	Homo sapiens OX=9606	Reticulon-3 	1:Experimental evidence at protein level	1.0000	0.9990	2	1	2	3	1	3	30998.758	12399.667	30998.758			
sp|O95202|LETM1_HUMAN	O95202	LETM1_HUMAN	LETM1	739	Homo sapiens OX=9606	Mitochondrial proton/calcium exchanger protein 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	22334.041	22334.041	22334.041	12M(15.9949)		
sp|O95232|LC7L3_HUMAN	O95232	LC7L3_HUMAN	LUC7L3	432	Homo sapiens OX=9606	Luc7-like protein 3 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	4	4	4	35320.367	35320.367	35320.367			
sp|O95299|NDUAA_HUMAN	O95299	NDUAA_HUMAN	NDUFA10	355	Homo sapiens OX=9606	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	18119.223	18119.223	18119.223	1C(57.0214)		
sp|O95336|6PGL_HUMAN	O95336	6PGL_HUMAN	PGLS	258	Homo sapiens OX=9606	6-phosphogluconolactonase 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	35202.457	35202.457	35202.457			
sp|O95373|IPO7_HUMAN	O95373	IPO7_HUMAN	IPO7	1038	Homo sapiens OX=9606	Importin-7 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	48279.582	48279.582	48279.582			
sp|O95433|AHSA1_HUMAN	O95433	AHSA1_HUMAN	AHSA1	338	Homo sapiens OX=9606	Activator of 90 kDa heat shock protein ATPase homolog 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	35041.82	35041.82	35041.82	3M(15.9949)		
sp|O95571|ETHE1_HUMAN	O95571	ETHE1_HUMAN	ETHE1	254	Homo sapiens OX=9606	Persulfide dioxygenase ETHE1, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9989	1	1	1	1	1	1	35865.52	35865.52	35865.52			
sp|O95602|RPA1_HUMAN	O95602	RPA1_HUMAN	POLR1A	1720	Homo sapiens OX=9606	DNA-directed RNA polymerase I subunit RPA1 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	2	2	2	11628.898	11628.898	11628.898	3M(15.9949)		
sp|O95758|PTBP3_HUMAN	O95758	PTBP3_HUMAN	PTBP3	552	Homo sapiens OX=9606	Polypyrimidine tract-binding protein 3 	1:Experimental evidence at protein level	1.0000	0.9974	3	2	2	4	3	3	82945.45	48142.508	48142.508			
