Group	SubGroup	Protein	Protein ID	Entry Name	Gene	Length	Percent Coverage	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
88	a	sp|O08576|RUN3A_MOUSE	O08576	RUN3A_MOUSE	Rundc3a	446	13.90	Mus musculus OX=10090	RUN domain-containing protein 3A 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0	1M(15.9949)		
91	a	sp|O08585|CLCA_MOUSE	O08585	CLCA_MOUSE	Clta	235	55.30	Mus musculus OX=10090	Clathrin light chain A 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	10	10	10	     0	     0	     0			
92	a	sp|O08638|MYH11_MOUSE	O08638	MYH11_MOUSE	Myh11	1972	28.10	Mus musculus OX=10090	Myosin-11 	1:Experimental evidence at protein level	1.0000	0.9990	5	0	0	7	0	0	     0	     0	     0			
95	a	sp|O08709|PRDX6_MOUSE	O08709	PRDX6_MOUSE	Prdx6	224	73.20	Mus musculus OX=10090	Peroxiredoxin-6 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	6	6	6	     0	     0	     0			
97	a	sp|O08749|DLDH_MOUSE	O08749	DLDH_MOUSE	Dld	509	51.50	Mus musculus OX=10090	Dihydrolipoyl dehydrogenase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	11	11	11	     0	     0	     0			
100	a	sp|O08810|U5S1_MOUSE	O08810	U5S1_MOUSE	Eftud2	971	20.10	Mus musculus OX=10090	116 kDa U5 small nuclear ribonucleoprotein component 	1:Experimental evidence at protein level	1.0000	0.9990	1	0	0	1	0	0	     0	     0	     0			
103	a	sp|O08917|FLOT1_MOUSE	O08917	FLOT1_MOUSE	Flot1	428	57.00	Mus musculus OX=10090	Flotillin-1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0	11M(15.9949), 5M(15.9949)		
104	a	sp|O08919|NUMBL_MOUSE	O08919	NUMBL_MOUSE	Numbl	604	15.20	Mus musculus OX=10090	Numb-like protein 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
107	a	sp|O09061|PSB1_MOUSE	O09061	PSB1_MOUSE	Psmb1	240	55.40	Mus musculus OX=10090	Proteasome subunit beta type-1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	     0	     0	     0			
108	a	sp|O09111|NDUBB_MOUSE	O09111	NDUBB_MOUSE	Ndufb11	151	32.50	Mus musculus OX=10090	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
111	a	sp|O35098|DPYL4_MOUSE	O35098	DPYL4_MOUSE	Dpysl4	572	49.50	Mus musculus OX=10090	Dihydropyrimidinase-related protein 4 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	11	11	11	     0	     0	     0	1M(15.9949)		
112	a	sp|O35129|PHB2_MOUSE	O35129	PHB2_MOUSE	Phb2	299	60.50	Mus musculus OX=10090	Prohibitin-2 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	9	9	9	     0	     0	     0	4M(15.9949)		
113	a	sp|O35136|NCAM2_MOUSE	O35136	NCAM2_MOUSE	Ncam2	837	29.70	Mus musculus OX=10090	Neural cell adhesion molecule 2 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	4	4	4	     0	     0	     0			
118	a	sp|O35286|DHX15_MOUSE	O35286	DHX15_MOUSE	Dhx15	795	22.50	Mus musculus OX=10090	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
119	a	sp|O35295|PURB_MOUSE	O35295	PURB_MOUSE	Purb	324	44.10	Mus musculus OX=10090	Transcriptional activator protein Pur-beta 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
122	a	sp|O35405|PLD3_MOUSE	O35405	PLD3_MOUSE	Pld3	488	8.20	Mus musculus OX=10090	5'-3' exonuclease PLD3 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
127	a	sp|O35526|STX1A_MOUSE	O35526	STX1A_MOUSE	Stx1a	288	68.10	Mus musculus OX=10090	Syntaxin-1A 	1:Experimental evidence at protein level	1.0000	0.9990	7	6	6	16	14	14	     0	     0	     0	9M(15.9949)		
129	a	sp|O35593|PSDE_MOUSE	O35593	PSDE_MOUSE	Psmd14	310	27.10	Mus musculus OX=10090	26S proteasome non-ATPase regulatory subunit 14 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	3	3	3	     0	     0	     0			
132	a	sp|O35633|VIAAT_MOUSE	O35633	VIAAT_MOUSE	Slc32a1	525	22.50	Mus musculus OX=10090	Vesicular inhibitory amino acid transporter 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0			
134	a	sp|O35643|AP1B1_MOUSE	O35643	AP1B1_MOUSE	Ap1b1	943	40.60	Mus musculus OX=10090	AP-1 complex subunit beta-1 	1:Experimental evidence at protein level	1.0000	0.9990	10	2	2	17	2	2	     0	     0	     0			
136	a	sp|O35678|MGLL_MOUSE	O35678	MGLL_MOUSE	Mgll	303	40.90	Mus musculus OX=10090	Monoglyceride lipase 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	     0	     0	     0	6M(15.9949)		
137	a	sp|O35682|MYADM_MOUSE	O35682	MYADM_MOUSE	Myadm	320	20.60	Mus musculus OX=10090	Myeloid-associated differentiation marker 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	     0	     0	     0			
140	a	sp|O35841|API5_MOUSE	O35841	API5_MOUSE	Api5	504	19.00	Mus musculus OX=10090	Apoptosis inhibitor 5 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
143	a	sp|O35864|CSN5_MOUSE	O35864	CSN5_MOUSE	Cops5	334	31.40	Mus musculus OX=10090	COP9 signalosome complex subunit 5 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	5	5	5	     0	     0	     0	11M(15.9949), 8M(15.9949)		
145	a	sp|O35954|PITM1_MOUSE	O35954	PITM1_MOUSE	Pitpnm1	1243	14.10	Mus musculus OX=10090	Membrane-associated phosphatidylinositol transfer protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	1	0	0	1	0	0	     0	     0	     0			
148	a	sp|O54734|OST48_MOUSE	O54734	OST48_MOUSE	Ddost	441	20.20	Mus musculus OX=10090	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
149	a	sp|O54774|AP3D1_MOUSE	O54774	AP3D1_MOUSE	Ap3d1	1199	26.90	Mus musculus OX=10090	AP-3 complex subunit delta-1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	9	9	9	     0	     0	     0	8M(15.9949), 9M(15.9949)		
151	a	sp|O54829|RGS7_MOUSE	O54829	RGS7_MOUSE	Rgs7	469	36.20	Mus musculus OX=10090	Regulator of G-protein signaling 7 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	2	2	2	     0	     0	     0			
156	a	sp|O54983|CRYM_MOUSE	O54983	CRYM_MOUSE	Crym	313	27.50	Mus musculus OX=10090	Ketimine reductase mu-crystallin 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
157	a	sp|O54984|GET3_MOUSE	O54984	GET3_MOUSE	Get3	348	25.00	Mus musculus OX=10090	ATPase GET3 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
159	a	sp|O54991|CNTP1_MOUSE	O54991	CNTP1_MOUSE	Cntnap1	1385	28.60	Mus musculus OX=10090	Contactin-associated protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0	6M(15.9949), 9M(15.9949)		
161	a	sp|O55022|PGRC1_MOUSE	O55022	PGRC1_MOUSE	Pgrmc1	195	40.50	Mus musculus OX=10090	Membrane-associated progesterone receptor component 1 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
162	a	sp|O55023|IMPA1_MOUSE	O55023	IMPA1_MOUSE	Impa1	277	38.30	Mus musculus OX=10090	Inositol monophosphatase 1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	4	4	4	     0	     0	     0			
164	a	sp|O55029|COPB2_MOUSE	O55029	COPB2_MOUSE	Copb2	905	31.20	Mus musculus OX=10090	Coatomer subunit beta' 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0	9M(15.9949)		
165	a	sp|O55042|SYUA_MOUSE	O55042	SYUA_MOUSE	Snca	140	70.00	Mus musculus OX=10090	Alpha-synuclein 	1:Experimental evidence at protein level	1.0000	0.9990	3	1	3	3	1	3	     0	     0	     0			
167	a	sp|O55100|SNG1_MOUSE	O55100	SNG1_MOUSE	Syngr1	234	25.60	Mus musculus OX=10090	Synaptogyrin-1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0			
169	a	sp|O55125|NIPS1_MOUSE	O55125	NIPS1_MOUSE	Nipsnap1	284	35.20	Mus musculus OX=10090	Protein NipSnap homolog 1 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	4	4	4	     0	     0	     0			
170	a	sp|O55126|NIPS2_MOUSE	O55126	NIPS2_MOUSE	Nipsnap2	281	30.20	Mus musculus OX=10090	Protein NipSnap homolog 2 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	4	4	4	     0	     0	     0			
172	a	sp|O55142|RL35A_MOUSE	O55142	RL35A_MOUSE	Rpl35a	110	15.50	Mus musculus OX=10090	60S ribosomal protein L35a 	1:Experimental evidence at protein level	1.0000	0.9986	1	1	1	1	1	1	     0	     0	     0	2M(15.9949)		
174	a	sp|O55234|PSB5_MOUSE	O55234	PSB5_MOUSE	Psmb5	264	50.00	Mus musculus OX=10090	Proteasome subunit beta type-5 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	8	8	8	     0	     0	     0	13M(15.9949), 5M(15.9949)		
175	a	sp|O70133|DHX9_MOUSE	O70133	DHX9_MOUSE	Dhx9	1380	28.60	Mus musculus OX=10090	ATP-dependent RNA helicase A 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	9	9	9	     0	     0	     0	3M(15.9949)		
178	a	sp|O70194|EIF3D_MOUSE	O70194	EIF3D_MOUSE	Eif3d	548	17.00	Mus musculus OX=10090	Eukaryotic translation initiation factor 3 subunit D 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
180	a	sp|O70252|HMOX2_MOUSE	O70252	HMOX2_MOUSE	Hmox2	315	25.10	Mus musculus OX=10090	Heme oxygenase 2 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0	1M(15.9949)		
182	a	sp|O70318|E41L2_MOUSE	O70318	E41L2_MOUSE	Epb41l2	988	19.80	Mus musculus OX=10090	Band 4.1-like protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	3	1	1	3	1	1	     0	     0	     0			
183	a	sp|O70325|GPX4_MOUSE	O70325	GPX4_MOUSE	Gpx4	197	19.30	Mus musculus OX=10090	Phospholipid hydroperoxide glutathione peroxidase 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	2	2	2	     0	     0	     0	4M(15.9949)		
185	a	sp|O70435|PSA3_MOUSE	O70435	PSA3_MOUSE	Psma3	255	46.70	Mus musculus OX=10090	Proteasome subunit alpha type-3 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	6	6	6	     0	     0	     0			
186	a	sp|O70439|STX7_MOUSE	O70439	STX7_MOUSE	Stx7	261	26.40	Mus musculus OX=10090	Syntaxin-7 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
187	a	sp|O70443|GNAZ_MOUSE	O70443	GNAZ_MOUSE	Gnaz	355	47.30	Mus musculus OX=10090	Guanine nucleotide-binding protein G(z) subunit alpha 	1:Experimental evidence at protein level	1.0000	0.9990	5	4	5	6	5	6	     0	     0	     0	11M(15.9949), 1M(15.9949), 2M(15.9949)		
188	a	sp|O70456|1433S_MOUSE	O70456	1433S_MOUSE	Sfn	248	45.60	Mus musculus OX=10090	14-3-3 protein sigma 	1:Experimental evidence at protein level	1.0000	0.9990	3	0	0	7	0	0	     0	     0	     0			
190	a	sp|O70492|SNX3_MOUSE	O70492	SNX3_MOUSE	Snx3	162	21.60	Mus musculus OX=10090	Sorting nexin-3 	1:Experimental evidence at protein level	1.0000	0.9989	1	1	1	1	1	1	     0	     0	     0			
191	a	sp|O70493|SNX12_MOUSE	O70493	SNX12_MOUSE	Snx12	165	38.80	Mus musculus OX=10090	Sorting nexin-12 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
192	a	sp|O70503|DHB12_MOUSE	O70503	DHB12_MOUSE	Hsd17b12	312	26.90	Mus musculus OX=10090	Very-long-chain 3-oxoacyl-CoA reductase 	1:Experimental evidence at protein level	1.0000	0.9990	1	0	0	1	0	0	     0	     0	     0			
194	a	sp|O70589|CSKP_MOUSE	O70589	CSKP_MOUSE	Cask	926	23.30	Mus musculus OX=10090	Peripheral plasma membrane protein CASK 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	8	8	8	     0	     0	     0			
197	a	sp|O88342|WDR1_MOUSE	O88342	WDR1_MOUSE	Wdr1	606	39.80	Mus musculus OX=10090	WD repeat-containing protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	9	9	9	     0	     0	     0			
198	a	sp|O88343|S4A4_MOUSE	O88343	S4A4_MOUSE	Slc4a4	1079	35.10	Mus musculus OX=10090	Electrogenic sodium bicarbonate cotransporter 1 	1:Experimental evidence at protein level	1.0000	0.9990	6	5	5	8	6	6	     0	     0	     0	1M(15.9949), 4M(15.9949)		
206	a	sp|O88485|DC1I1_MOUSE	O88485	DC1I1_MOUSE	Dync1i1	628	16.60	Mus musculus OX=10090	Cytoplasmic dynein 1 intermediate chain 1 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
212	a	sp|O88545|CSN6_MOUSE	O88545	CSN6_MOUSE	Cops6	324	29.90	Mus musculus OX=10090	COP9 signalosome complex subunit 6 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	     0	     0	     0			
213	a	sp|O88569|ROA2_MOUSE	O88569	ROA2_MOUSE	Hnrnpa2b1	353	62.60	Mus musculus OX=10090	Heterogeneous nuclear ribonucleoproteins A2/B1 	1:Experimental evidence at protein level	1.0000	0.9990	6	5	6	12	11	12	     0	     0	     0			
215	a	sp|O88602|CCG2_MOUSE	O88602	CCG2_MOUSE	Cacng2	323	18.00	Mus musculus OX=10090	Voltage-dependent calcium channel gamma-2 subunit 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
216	a	sp|O88685|PRS6A_MOUSE	O88685	PRS6A_MOUSE	Psmc3	442	39.10	Mus musculus OX=10090	26S proteasome regulatory subunit 6A 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	4	4	4	     0	     0	     0	1M(15.9949), 4M(15.9949)		
218	a	sp|O88712|CTBP1_MOUSE	O88712	CTBP1_MOUSE	Ctbp1	441	27.00	Mus musculus OX=10090	C-terminal-binding protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	4	3	4	8	7	8	     0	     0	     0			
219	a	sp|O88737|BSN_MOUSE	O88737	BSN_MOUSE	Bsn	3942	21.10	Mus musculus OX=10090	Protein bassoon 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	5	5	5	     0	     0	     0	4M(15.9949), 6M(15.9949)		
221	a	sp|O88741|GDAP1_MOUSE	O88741	GDAP1_MOUSE	Gdap1	358	34.60	Mus musculus OX=10090	Ganglioside-induced differentiation-associated protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0	4M(15.9949)		
223	a	sp|O88844|IDHC_MOUSE	O88844	IDHC_MOUSE	Idh1	414	44.40	Mus musculus OX=10090	Isocitrate dehydrogenase [NADP] cytoplasmic 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	     0	     0	     0			
225	a	sp|O88935|SYN1_MOUSE	O88935	SYN1_MOUSE	Syn1	706	62.60	Mus musculus OX=10090	Synapsin-1 	1:Experimental evidence at protein level	1.0000	0.9990	14	11	14	43	31	43	     0	     0	     0	11M(15.9949), 13M(15.9949), 1M(15.9949), 2M(15.9949), 5M(15.9949), 7M(15.9949)		
235	a	sp|P00397|COX1_MOUSE	P00397	COX1_MOUSE	Mtco1	514	25.90	Mus musculus OX=10090	Cytochrome c oxidase subunit 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	8	8	8	     0	     0	     0	1M(15.9949), 7M(15.9949)		
236	a	sp|P00405|COX2_MOUSE	P00405	COX2_MOUSE	Mtco2	227	54.20	Mus musculus OX=10090	Cytochrome c oxidase subunit 2 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	9	9	9	     0	     0	     0	5M(15.9949)		
237	a	sp|P00416|COX3_MOUSE	P00416	COX3_MOUSE	mt-Co3	261	5.40	Mus musculus OX=10090	Cytochrome c oxidase subunit 3 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	3	3	3	     0	     0	     0			
238	a	sp|P00493|HPRT_MOUSE	P00493	HPRT_MOUSE	Hprt1	218	42.20	Mus musculus OX=10090	Hypoxanthine-guanine phosphoribosyltransferase 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	8	8	8	     0	     0	     0	2M(15.9949), 4M(15.9949), 9M(15.9949)		
240	a	sp|P01831|THY1_MOUSE	P01831	THY1_MOUSE	Thy1	162	34.60	Mus musculus OX=10090	Thy-1 membrane glycoprotein 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	7	7	7	     0	     0	     0			
241	a	sp|P02301|H3C_MOUSE	P02301	H3C_MOUSE	H3-5	136	57.40	Mus musculus OX=10090	Histone H3.3C 	3:Protein inferred from homology	1.0000	0.9990	4	0	0	6	0	0	     0	     0	     0			sp|P84244|H33_MOUSE
245	a	sp|P03888|NU1M_MOUSE	P03888	NU1M_MOUSE	Mtnd1	318	22.30	Mus musculus OX=10090	NADH-ubiquinone oxidoreductase chain 1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	4	4	4	     0	     0	     0	5M(15.9949)		
247	a	sp|P03911|NU4M_MOUSE	P03911	NU4M_MOUSE	Mtnd4	459	18.10	Mus musculus OX=10090	NADH-ubiquinone oxidoreductase chain 4 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
248	a	sp|P03921|NU5M_MOUSE	P03921	NU5M_MOUSE	Mtnd5	607	20.40	Mus musculus OX=10090	NADH-ubiquinone oxidoreductase chain 5 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	2	2	2	     0	     0	     0	7M(15.9949)		
250	a	sp|P04370|MBP_MOUSE	P04370	MBP_MOUSE	Mbp	250	37.20	Mus musculus OX=10090	Myelin basic protein 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	51	51	51	     0	     0	     0	8M(15.9949)		
252	a	sp|P05064|ALDOA_MOUSE	P05064	ALDOA_MOUSE	Aldoa	364	92.90	Mus musculus OX=10090	Fructose-bisphosphate aldolase A 	1:Experimental evidence at protein level	1.0000	0.9990	17	2	17	53	3	53	     0	     0	     0	3M(15.9949)		
